,name,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,team_name,gameweek,season,data_retrieved_datetime,scout_risks
2911,Adama Traoré Diarra,True,True,,,159533.0,0.0,0.0,-3.0,3.0,0.0,3.0,1.3,1.3,1.0,Adama,1.3,326.0,False,,,52.0,159533.jpg,1.2,False,Traoré Diarra,0.2,False,,a,10.0,54.0,10.0,7598.0,299.0,26428.0,896.0,0.2,1.9,Adama,200.0,2023-08-12,1996-01-25,False,p159533,227.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,16.6,58.1,36.0,10.7,1.0,10.0,1.0,12.0,1.0,0.16,0.54,0.7,4.11,364.0,170.0,171.0,114.0,225.0,127.0,295.0,149.0,,,,,,,0.06,0.0,0.21,0.27,1.63,1.98,217.0,136.0,232.0,108.0,359.0,167.0,398.0,133.0,0.4,0.0,4.76,Fulham,10.0,25-26,2025-11-07 19:08:28.468831,
2912,Ryan Sessegnon,True,True,100.0,100.0,184349.0,0.0,0.0,-1.0,1.0,1.0,3.0,6.7,6.7,14.0,Ryan,6.7,328.0,False,,2025-08-22T14:00:07.804630Z,54.0,184349.jpg,4.8,False,Sessegnon,0.5,False,,a,10.0,54.0,43.0,66437.0,36465.0,11926.0,3437.0,1.2,8.0,Sessegnon,241.0,2024-07-26,2000-05-18,False,p184349,746.0,2.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,158.0,188.8,85.2,96.0,36.9,39.0,25.0,19.0,83.0,9.0,0.67,0.71,1.38,11.62,73.0,25.0,122.0,87.0,86.0,51.0,83.0,51.0,,,,,,,0.08,0.0,0.09,0.17,1.4,1.57,163.0,101.0,16.0,7.0,35.0,13.0,230.0,80.0,1.09,0.24,10.01,Fulham,10.0,25-26,2025-11-07 19:08:28.468831,
2913,Harry Wilson,True,True,100.0,75.0,153682.0,-1.0,1.0,-3.0,3.0,0.0,3.0,4.0,3.0,10.0,Harry,4.0,329.0,False,,2025-10-28T21:00:08.556552Z,52.0,153682.jpg,3.7,False,Wilson,0.4,False,,a,10.0,54.0,33.0,34365.0,5172.0,105544.0,1160.0,0.8,6.3,Wilson,244.0,2021-07-24,1997-03-22,False,p153682,594.0,2.0,1.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,127.0,126.0,127.5,130.0,38.3,13.0,24.0,11.0,48.0,7.0,1.12,0.44,1.56,6.07,144.0,55.0,70.0,53.0,57.0,33.0,75.0,47.0,3.0,,3.0,,,,0.17,0.0,0.07,0.24,0.92,0.91,216.0,135.0,79.0,36.0,103.0,44.0,284.0,99.0,1.06,0.3,7.27,Fulham,10.0,25-26,2025-11-07 19:08:28.468831,
2914,Sander Berge,True,True,,,207189.0,0.0,0.0,-1.0,1.0,0.0,3.0,3.0,3.0,5.0,Sander,3.0,330.0,False,,,49.0,207189.jpg,2.5,False,Berge,0.1,False,,a,10.0,54.0,25.0,3970.0,255.0,5593.0,277.0,0.6,5.1,Berge,161.0,2024-08-22,1998-02-14,False,p207189,868.0,0.0,1.0,2.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,130.0,105.6,98.2,29.0,23.3,22.0,39.0,12.0,73.0,10.0,0.56,0.35,0.91,12.9,173.0,72.0,99.0,72.0,243.0,136.0,176.0,92.0,,,,,,,0.06,0.0,0.04,0.1,1.34,1.45,305.0,192.0,123.0,54.0,213.0,94.0,522.0,185.0,1.04,0.21,7.57,Fulham,10.0,25-26,2025-11-07 19:08:28.468831,
2915,Tom Cairney,True,True,100.0,100.0,76357.0,0.0,0.0,-1.0,1.0,0.0,3.0,1.3,1.3,1.0,Tom,1.3,331.0,False,,2025-10-18T20:00:09.684225Z,49.0,76357.jpg,1.1,False,Cairney,0.0,False,,a,10.0,54.0,8.0,917.0,30.0,2814.0,92.0,0.3,1.6,Cairney,243.0,2015-07-07,1991-01-20,False,p76357,196.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,14.6,35.1,22.0,7.3,3.0,9.0,1.0,13.0,1.0,0.44,0.09,0.53,3.27,371.0,173.0,237.0,146.0,270.0,147.0,339.0,165.0,,,2.0,,,,0.2,0.0,0.04,0.24,1.5,2.3,290.0,182.0,224.0,104.0,363.0,171.0,632.0,258.0,0.46,0.0,5.97,Fulham,10.0,25-26,2025-11-07 19:08:28.468831,
2916,Josh King,True,True,,,577725.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,Josh,2.0,335.0,False,,,45.0,577725.jpg,1.8,False,King,4.0,False,,a,10.0,54.0,18.0,770687.0,20607.0,400203.0,19116.0,0.4,4.0,King,241.0,2024-02-02,2007-01-03,False,p577725,614.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,69.0,58.8,58.0,130.0,24.0,7.0,24.0,12.0,43.0,9.0,0.8,0.33,1.13,9.68,259.0,110.0,172.0,115.0,56.0,32.0,170.0,87.0,,,,,,,0.12,0.0,0.05,0.17,1.42,1.47,468.0,281.0,168.0,75.0,294.0,136.0,87.0,28.0,1.32,0.29,6.3,Fulham,10.0,25-26,2025-11-07 19:08:28.468831,
2917,Raúl Jiménez Rodríguez,True,True,100.0,75.0,102057.0,0.0,0.0,-3.0,3.0,0.0,4.0,4.0,3.0,5.0,Raúl,4.0,337.0,False,,2025-10-29T18:00:08.542122Z,62.0,102057.jpg,2.7,False,Jiménez Rodríguez,0.9,False,,a,10.0,54.0,24.0,65128.0,7291.0,215779.0,3846.0,0.6,3.9,Raúl,139.0,2023-07-25,1991-05-05,False,p102057,392.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.0,73.2,49.1,138.0,25.3,5.0,10.0,8.0,23.0,5.0,1.22,0.27,1.49,5.58,232.0,18.0,197.0,19.0,51.0,18.0,155.0,21.0,,,4.0,,1.0,,0.28,0.0,0.06,0.34,1.28,0.92,78.0,24.0,84.0,8.0,195.0,20.0,188.0,29.0,1.15,0.23,5.28,Fulham,10.0,25-26,2025-11-07 19:08:28.468831,
2918,Rodrigo Muniz Carvalho,True,True,100.0,75.0,244042.0,0.0,0.0,-1.0,1.0,0.0,4.0,0.3,0.2,1.0,Rodrigo,0.3,338.0,False,,2025-09-29T00:30:06.448701Z,54.0,244042.jpg,2.7,False,Muniz Carvalho,1.0,False,,a,10.0,54.0,16.0,252128.0,3220.0,391679.0,4170.0,0.1,3.0,Muniz,30.0,2021-08-20,2001-05-04,False,p244042,332.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,42.0,59.8,41.7,105.0,20.3,9.0,7.0,3.0,19.0,4.0,0.89,0.01,0.9,5.52,255.0,21.0,221.0,22.0,73.0,23.0,208.0,23.0,,,,,,,0.24,0.0,0.0,0.24,1.5,1.08,169.0,42.0,357.0,41.0,192.0,19.0,176.0,26.0,1.08,0.27,5.15,Fulham,10.0,25-26,2025-11-07 19:08:28.468831,
2919,Samuel Chukwueze,True,True,100.0,75.0,218328.0,0.0,0.0,-2.0,2.0,0.0,3.0,0.3,0.2,1.0,Samuel,0.3,727.0,False,,2025-10-17T16:00:11.395453Z,53.0,218328.jpg,2.0,False,Chukwueze,0.0,False,,a,10.0,54.0,6.0,5022.0,151.0,4411.0,109.0,0.1,1.1,Chukwueze,157.0,2025-09-01,1999-05-22,False,p218328,46.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,21.2,25.9,37.0,8.5,0.0,2.0,1.0,3.0,0.0,0.6,0.44,1.04,0.74,358.0,168.0,271.0,157.0,220.0,122.0,327.0,158.0,,,,,,,1.17,0.0,0.86,2.03,1.45,5.87,201.0,127.0,353.0,172.0,272.0,120.0,662.0,278.0,0.0,0.0,5.87,Fulham,10.0,25-26,2025-11-07 19:08:28.468831,
2920,Kevin Santos Lopes de Macedo,True,True,100.0,100.0,560552.0,0.0,0.0,0.0,0.0,0.0,3.0,1.7,1.7,3.0,Kevin,1.7,731.0,False,,2025-09-24T06:30:08.624024Z,60.0,560552.jpg,1.1,False,Santos Lopes de Macedo,0.1,False,,a,10.0,54.0,8.0,22912.0,369.0,17104.0,802.0,0.3,1.3,Kevin,30.0,2025-09-01,2003-01-04,False,p560552,228.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,55.6,66.7,34.0,15.7,5.0,11.0,7.0,23.0,1.0,0.05,0.19,0.24,2.97,270.0,116.0,151.0,102.0,234.0,132.0,245.0,121.0,,,,,,,0.02,0.0,0.08,0.1,1.17,1.58,92.0,60.0,207.0,96.0,365.0,173.0,535.0,193.0,0.39,0.39,9.08,Fulham,10.0,25-26,2025-11-07 19:08:28.468831,
2921,Jayden Bogle,True,True,100.0,100.0,226182.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3,1.3,1.0,Jayden,1.3,342.0,False,,2025-09-20T23:30:06.793765Z,45.0,226182.jpg,2.7,False,Bogle,0.2,False,,a,11.0,2.0,27.0,17799.0,231.0,18151.0,1954.0,0.3,6.0,Bogle,241.0,2024-07-20,2000-07-27,False,p226182,868.0,0.0,1.0,2.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,75.0,122.2,65.7,77.0,26.5,39.0,44.0,26.0,65.0,10.0,0.66,0.43,1.09,10.85,154.0,65.0,156.0,38.0,116.0,20.0,143.0,45.0,,,,,,,0.07,0.0,0.04,0.11,1.12,1.66,410.0,80.0,220.0,74.0,188.0,73.0,356.0,128.0,1.04,0.21,6.74,Leeds United,10.0,25-26,2025-11-07 19:08:28.468831,
2922,Jaka Bijol,True,True,100.0,100.0,434752.0,0.0,0.0,-1.0,1.0,0.0,2.0,1.7,1.7,1.0,Jaka,1.7,344.0,False,,2025-07-21T10:00:04.901206Z,39.0,434752.jpg,2.5,False,Bijol,0.1,False,,a,11.0,2.0,5.0,11219.0,994.0,17267.0,573.0,0.4,1.3,Bijol,195.0,2025-06-23,1999-02-05,False,p434752,180.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,37.2,11.3,2.0,5.1,15.0,11.0,2.0,17.0,2.0,0.0,0.01,0.01,3.72,313.0,117.0,333.0,114.0,363.0,130.0,354.0,118.0,,,,,,,0.0,0.0,0.0,0.0,1.86,2.0,709.0,214.0,191.0,65.0,208.0,78.0,405.0,149.0,1.0,0.0,8.5,Leeds United,10.0,25-26,2025-11-07 19:08:28.468831,
2923,Gabriel Gudmundsson,True,True,100.0,100.0,243526.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,Gabriel,1.0,347.0,False,,2025-10-25T09:30:08.635945Z,40.0,243526.jpg,2.6,False,Gudmundsson,4.7,False,,a,11.0,2.0,26.0,612252.0,2638.0,379770.0,21408.0,0.2,6.5,Gudmundsson,206.0,2025-07-08,1999-04-29,False,p243526,830.0,0.0,0.0,2.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,102.0,171.0,175.3,47.0,39.3,46.0,35.0,19.0,65.0,10.0,0.17,1.05,1.22,11.43,85.0,39.0,40.0,7.0,184.0,44.0,73.0,18.0,,,,,,,0.02,0.0,0.11,0.13,1.24,1.73,641.0,169.0,247.0,84.0,199.0,75.0,75.0,26.0,1.08,0.22,7.05,Leeds United,10.0,25-26,2025-11-07 19:08:28.468831,
2924,Joe Rodon,True,True,100.0,100.0,214225.0,0.0,0.0,1.0,-1.0,1.0,2.0,5.0,5.0,1.0,Joe,5.0,348.0,False,,2025-09-05T10:00:06.564684Z,41.0,214225.jpg,4.5,False,Rodon,6.4,False,,a,11.0,2.0,45.0,796432.0,17766.0,280000.0,22804.0,1.2,11.0,Rodon,244.0,2024-07-02,1997-10-22,False,p214225,900.0,2.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,149.0,273.2,29.8,122.0,42.5,78.0,28.0,8.0,86.0,10.0,0.68,0.08,0.76,12.04,13.0,5.0,256.0,79.0,62.0,5.0,58.0,11.0,,,,,,,0.07,0.0,0.01,0.08,1.2,1.7,613.0,160.0,43.0,15.0,45.0,19.0,57.0,17.0,1.0,0.2,8.6,Leeds United,10.0,25-26,2025-11-07 19:08:28.468831,
2925,Brenden Aaronson,True,True,,,427637.0,0.0,0.0,-1.0,1.0,1.0,3.0,5.0,5.0,2.0,Brenden,5.0,350.0,False,,,54.0,427637.jpg,3.4,False,Aaronson,0.2,False,,a,11.0,2.0,34.0,25099.0,1326.0,13664.0,3143.0,0.9,6.3,Aaronson,229.0,2022-07-01,2000-10-22,False,p427637,636.0,1.0,2.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,138.0,125.2,148.5,151.0,42.5,11.0,26.0,17.0,54.0,7.0,1.62,1.42,3.04,8.64,145.0,56.0,53.0,41.0,46.0,26.0,60.0,39.0,,,2.0,,,,0.23,0.0,0.2,0.43,1.22,1.27,170.0,104.0,44.0,23.0,125.0,55.0,378.0,130.0,0.99,0.28,7.64,Leeds United,10.0,25-26,2025-11-07 19:08:28.468831,
2926,Jack Harrison,True,True,,,221399.0,0.0,0.0,-3.0,3.0,0.0,3.0,1.3,1.3,1.0,Jack,1.3,352.0,False,,,52.0,221399.jpg,1.1,False,Harrison,0.1,False,,a,11.0,2.0,10.0,3658.0,121.0,13906.0,379.0,0.2,1.9,Harrison,241.0,2021-07-02,1996-11-20,False,p221399,253.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,30.0,48.6,35.0,11.5,6.0,13.0,5.0,24.0,1.0,0.28,0.23,0.51,2.89,329.0,150.0,198.0,130.0,226.0,128.0,288.0,143.0,3.0,,,,,,0.1,0.0,0.08,0.18,1.03,1.42,219.0,137.0,233.0,109.0,364.0,172.0,541.0,197.0,0.36,0.0,8.54,Leeds United,10.0,25-26,2025-11-07 19:08:28.468831,
2927,Daniel James,True,True,100.0,100.0,200617.0,0.0,0.0,-2.0,2.0,0.0,3.0,1.0,1.0,1.0,Daniel,1.0,353.0,False,,2025-10-01T21:30:06.176228Z,53.0,200617.jpg,1.4,False,James,0.1,False,,a,11.0,2.0,10.0,6177.0,225.0,46778.0,474.0,0.2,1.9,James,244.0,2021-08-31,1997-11-10,False,p200617,268.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,24.4,72.8,37.0,13.5,1.0,8.0,2.0,11.0,3.0,0.43,0.52,0.95,4.7,347.0,161.0,142.0,97.0,219.0,121.0,269.0,132.0,,,,,,,0.14,0.0,0.17,0.31,1.58,2.69,198.0,124.0,268.0,125.0,337.0,159.0,423.0,143.0,1.01,0.34,3.69,Leeds United,10.0,25-26,2025-11-07 19:08:28.468831,
2928,Ethan Ampadu,True,True,100.0,100.0,199598.0,0.0,0.0,-1.0,1.0,0.0,3.0,2.3,2.3,1.0,Ethan,2.3,354.0,False,,2025-10-23T13:30:08.371584Z,49.0,199598.jpg,2.8,False,Ampadu,0.1,False,,a,11.0,2.0,22.0,7622.0,201.0,10713.0,456.0,0.5,4.5,Ampadu,244.0,2023-07-19,2000-09-14,False,p199598,697.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,114.0,115.2,72.1,17.0,20.5,32.0,38.0,21.0,91.0,8.0,0.37,0.19,0.56,8.43,164.0,65.0,146.0,99.0,283.0,153.0,204.0,106.0,,,,,,,0.05,0.0,0.02,0.07,1.09,1.55,301.0,190.0,152.0,68.0,178.0,75.0,524.0,187.0,1.03,0.13,11.75,Leeds United,10.0,25-26,2025-11-07 19:08:28.468831,
2929,Tanaka Ao,True,True,100.0,100.0,248056.0,0.0,0.0,-2.0,2.0,0.0,3.0,2.0,2.0,2.0,Tanaka,2.0,358.0,False,,2025-08-24T01:30:06.493361Z,48.0,248056.jpg,1.6,False,Ao,0.1,False,,a,11.0,2.0,13.0,7145.0,372.0,23269.0,462.0,0.4,2.7,Tanaka,108.0,2024-08-30,1998-09-10,False,p248056,320.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,19.8,62.4,10.0,9.0,7.0,19.0,2.0,28.0,4.0,0.16,0.11,0.27,5.07,361.0,169.0,160.0,108.0,312.0,165.0,318.0,155.0,,,,,,,0.04,0.0,0.03,0.07,1.43,1.69,366.0,231.0,173.0,78.0,313.0,145.0,438.0,151.0,1.12,0.56,7.88,Leeds United,10.0,25-26,2025-11-07 19:08:28.468831,
2930,Lukas Nmecha,True,True,100.0,100.0,174594.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,Lukas,1.0,365.0,False,,2025-09-11T17:30:06.775545Z,50.0,174594.jpg,1.5,False,Nmecha,0.6,False,,a,11.0,2.0,15.0,120673.0,1208.0,118918.0,4505.0,0.2,3.0,Nmecha,80.0,2025-07-01,1998-12-14,False,p174594,199.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,49.8,12.1,82.0,14.3,7.0,7.0,0.0,14.0,1.0,1.83,0.05,1.88,3.32,280.0,25.0,327.0,37.0,105.0,25.0,257.0,27.0,,,,,1.0,,0.83,0.0,0.02,0.85,1.5,2.71,247.0,49.0,262.0,28.0,324.0,33.0,214.0,35.0,0.45,0.45,6.33,Leeds United,10.0,25-26,2025-11-07 19:08:28.468831,
2931,Sean Longstaff,True,True,,,180135.0,0.0,0.0,-1.0,1.0,1.0,3.0,3.0,3.0,1.0,Sean,3.0,493.0,False,,,49.0,180135.jpg,3.7,False,Longstaff,1.1,False,,a,11.0,2.0,37.0,169615.0,4649.0,64117.0,11656.0,0.6,7.6,Longstaff,241.0,2025-07-18,1997-10-30,False,p180135,714.0,1.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,191.0,204.0,292.4,50.0,54.7,16.0,30.0,30.0,76.0,8.0,0.68,0.92,1.6,7.99,57.0,20.0,6.0,6.0,172.0,101.0,26.0,19.0,,,,,,,0.09,0.0,0.12,0.21,1.01,1.39,300.0,189.0,122.0,53.0,102.0,43.0,173.0,59.0,1.01,0.13,9.58,Leeds United,10.0,25-26,2025-11-07 19:08:28.468831,
2932,Anton Stach,True,True,,,466525.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,Anton,1.0,660.0,False,,,50.0,466525.jpg,4.0,False,Stach,2.3,False,,a,11.0,2.0,36.0,530649.0,1374.0,293080.0,28923.0,0.2,7.2,Stach,80.0,2025-07-22,1998-11-15,False,p466525,708.0,1.0,2.0,2.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,136.0,141.6,209.5,93.0,44.5,21.0,29.0,14.0,64.0,8.0,0.89,0.64,1.53,9.67,120.0,41.0,30.0,27.0,88.0,53.0,46.0,33.0,1.0,,4.0,,,,0.11,0.0,0.08,0.19,1.23,1.91,271.0,167.0,263.0,122.0,77.0,32.0,116.0,40.0,1.02,0.25,8.14,Leeds United,10.0,25-26,2025-11-07 19:08:28.468831,
2933,Lucas Estella Perri,True,True,100.0,100.0,201595.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,Lucas Estella,1.0,665.0,False,,2025-09-11T17:30:07.176029Z,45.0,201595.jpg,3.0,False,Perri,0.2,False,,a,11.0,2.0,15.0,19765.0,442.0,36532.0,1328.0,0.2,3.3,Perri,30.0,2025-07-26,1997-12-10,False,p201595,450.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,53.0,87.4,0.0,0.0,8.7,6.0,33.0,0.0,0.0,5.0,0.0,0.0,0.0,7.61,208.0,24.0,606.0,75.0,586.0,66.0,323.0,24.0,,,,,,,0.0,1.8,0.0,0.0,1.52,1.8,405.0,24.0,256.0,20.0,155.0,19.0,333.0,48.0,1.0,0.4,0.0,Leeds United,10.0,25-26,2025-11-07 19:08:28.468831,
2934,Dominic Calvert-Lewin,True,True,75.0,100.0,177815.0,0.0,0.0,0.0,0.0,1.0,4.0,1.5,2.0,2.0,Dominic,2.0,691.0,False,Thigh injury - 75% chance of playing,2025-11-03T09:30:09.059059Z,55.0,177815.jpg,3.0,False,Calvert-Lewin,1.2,False,,d,11.0,2.0,24.0,310666.0,2040.0,183272.0,28320.0,0.4,4.4,Calvert-Lewin,241.0,2025-08-15,1997-03-16,False,p177815,598.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,62.8,109.1,172.0,33.8,5.0,12.0,3.0,20.0,7.0,1.8,0.46,2.26,6.67,248.0,20.0,84.0,4.0,31.0,15.0,100.0,13.0,,,,,,,0.27,0.0,0.07,0.34,1.0,1.2,139.0,34.0,185.0,18.0,164.0,15.0,162.0,25.0,1.05,0.3,3.01,Leeds United,10.0,25-26,2025-11-07 19:08:28.468831,
2935,Noah Okafor,True,True,100.0,100.0,435997.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,Noah,2.0,698.0,False,,2025-10-17T00:30:11.157914Z,55.0,435997.jpg,3.9,False,Okafor,0.2,False,,a,11.0,2.0,27.0,44163.0,1052.0,24481.0,2653.0,0.4,4.9,Okafor,207.0,2025-08-21,2000-05-24,False,p435997,425.0,2.0,1.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,89.0,109.0,59.6,115.0,28.4,5.0,20.0,10.0,35.0,6.0,1.36,0.37,1.73,6.46,171.0,71.0,166.0,110.0,67.0,39.0,132.0,69.0,,,,,,,0.29,0.0,0.08,0.37,1.37,1.69,146.0,93.0,186.0,87.0,85.0,35.0,371.0,128.0,1.27,0.21,7.41,Leeds United,10.0,25-26,2025-11-07 19:08:28.468831,
2936,James Justin,True,True,,,220627.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,0.3,1.0,James,0.3,706.0,False,,,40.0,220627.jpg,0.8,False,Justin,0.2,False,,a,11.0,2.0,4.0,28578.0,262.0,15566.0,767.0,0.1,1.0,Justin,241.0,2025-08-25,1998-02-23,False,p220627,77.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,15.4,1.1,2.0,1.8,9.0,7.0,1.0,10.0,0.0,0.0,0.0,0.0,0.99,369.0,136.0,387.0,140.0,364.0,131.0,400.0,140.0,,,,,,,0.0,0.0,0.0,0.0,1.16,1.17,633.0,165.0,314.0,103.0,432.0,145.0,345.0,123.0,0.0,0.0,11.69,Leeds United,10.0,25-26,2025-11-07 19:08:28.468831,
2937,Giorgi Mamardashvili,True,True,,,449027.0,0.0,0.0,-2.0,2.0,0.0,1.0,3.3,3.8,7.0,Giorgi,3.3,367.0,False,,,43.0,449027.jpg,3.0,False,Mamardashvili,1.0,False,,a,12.0,14.0,12.0,104945.0,7753.0,60417.0,3621.0,0.8,2.8,Mamardashvili,79.0,2024-08-27,2000-09-29,False,p449027,360.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,62.0,98.8,0.0,0.0,9.8,7.0,38.0,0.0,0.0,4.0,0.0,0.0,0.0,5.5,190.0,21.0,544.0,68.0,514.0,56.0,301.0,22.0,,,,,,,0.0,3.5,0.0,0.0,1.38,1.75,590.0,37.0,107.0,9.0,149.0,17.0,180.0,26.0,1.0,0.25,0.0,Liverpool,10.0,25-26,2025-11-07 19:08:28.468831,
2938,Andrew Robertson,True,True,,,122798.0,0.0,0.0,-2.0,2.0,1.0,2.0,3.0,3.5,8.0,Andrew,3.0,372.0,False,,,58.0,122798.jpg,2.2,False,Robertson,1.0,False,,a,12.0,14.0,11.0,22875.0,1699.0,94882.0,1540.0,0.5,1.9,Robertson,243.0,2017-07-21,1994-03-11,False,p122798,236.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,59.0,62.6,100.8,47.0,21.1,13.0,10.0,3.0,16.0,1.0,0.21,0.53,0.73,2.56,250.0,99.0,95.0,21.0,187.0,46.0,200.0,65.0,4.0,,,,,,0.08,0.0,0.2,0.28,0.98,1.14,105.0,6.0,129.0,48.0,249.0,93.0,181.0,68.0,0.38,0.38,6.1,Liverpool,10.0,25-26,2025-11-07 19:08:28.468831,
2939,Virgil van Dijk,True,True,,,97032.0,0.0,0.0,0.0,0.0,0.0,2.0,3.7,4.2,5.0,Virgil,3.7,373.0,False,,,60.0,97032.jpg,4.0,False,van Dijk,23.2,False,,a,12.0,14.0,40.0,1371505.0,13362.0,1704354.0,104256.0,0.6,6.7,Virgil,152.0,2018-01-01,1991-07-08,False,p97032,900.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,149.0,308.2,44.8,60.0,41.2,109.0,25.0,7.0,116.0,10.0,0.41,0.19,0.6,12.37,5.0,2.0,213.0,57.0,153.0,30.0,64.0,14.0,,,3.0,,,,0.04,0.0,0.02,0.06,1.24,1.4,86.0,4.0,102.0,39.0,79.0,34.0,16.0,6.0,1.0,0.3,11.6,Liverpool,10.0,25-26,2025-11-07 19:08:28.468831,
2940,Ibrahima Konaté,True,True,100.0,100.0,204716.0,0.0,0.0,-1.0,1.0,0.0,2.0,4.7,5.2,8.0,Ibrahima,4.7,374.0,False,,2025-10-05T01:30:08.114532Z,54.0,204716.jpg,3.8,False,Konaté,2.7,False,,a,12.0,14.0,38.0,242972.0,5844.0,334921.0,9220.0,0.9,7.0,Konaté,73.0,2021-07-01,1999-05-25,False,p204716,832.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,139.0,208.0,72.2,33.0,31.4,70.0,25.0,17.0,87.0,10.0,0.74,0.33,1.07,10.7,54.0,22.0,145.0,36.0,235.0,64.0,117.0,37.0,,,,,,,0.08,0.0,0.04,0.12,1.16,1.3,164.0,19.0,52.0,19.0,94.0,39.0,109.0,40.0,1.08,0.32,9.41,Liverpool,10.0,25-26,2025-11-07 19:08:28.468831,
