,name,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,team_name,gameweek,season,data_retrieved_datetime
61,Calvin Bassey,True,True,,,232892.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,1.9,1.0,Calvin,1.0,318.0,False,,,45.0,232892.jpg,1.0,False,Bassey,0.5,False,,a,10.0,54.0,1.0,739.0,739.0,680.0,680.0,0.2,0.2,Bassey,157.0,2023-07-28,1999-12-31,False,p232892,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,1.6,0.0,1.2,1.0,4.0,2.0,3.0,1.0,0.0,0.01,0.01,1.54,94.0,40.0,108.0,35.0,297.0,150.0,134.0,47.0,,,,,,,0.0,0.0,0.01,0.01,1.54,1.0,423.0,110.0,126.0,41.0,126.0,41.0,251.0,95.0,1.0,0.0,3.0,Fulham,1.0,25-26,2025-08-17 10:49:52.276645
62,Timothy Castagne,True,True,,,166477.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,1.9,1.0,Timothy,1.0,319.0,False,,,45.0,166477.jpg,1.0,False,Castagne,0.1,False,,a,10.0,54.0,1.0,107.0,107.0,257.0,257.0,0.2,0.2,Castagne,21.0,2023-08-29,1995-12-05,False,p166477,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.2,4.7,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.47,144.0,57.0,76.0,24.0,89.0,22.0,140.0,51.0,,,,,,,0.0,0.0,1.8,1.8,7.05,0.0,387.0,82.0,122.0,38.0,122.0,38.0,434.0,167.0,0.0,0.0,0.0,Fulham,1.0,25-26,2025-08-17 10:49:52.276645
63,Jorge Cuenca Barreno,True,True,,,246301.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,1.9,2.0,Jorge,2.0,321.0,False,,,45.0,246301.jpg,2.0,False,Cuenca Barreno,0.0,False,,a,10.0,54.0,2.0,29.0,29.0,86.0,86.0,0.4,0.4,J.Cuenca,200.0,2024-08-03,1999-11-17,False,p246301,83.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,1.2,4.0,1.4,2.0,3.0,1.0,3.0,1.0,0.0,0.01,0.01,1.07,99.0,44.0,118.0,40.0,73.0,16.0,126.0,45.0,,,,,,,0.0,0.0,0.01,0.01,1.16,1.08,430.0,116.0,83.0,26.0,83.0,26.0,587.0,210.0,1.08,0.0,3.25,Fulham,1.0,25-26,2025-08-17 10:49:52.276645
64,Kenny Tete,True,True,,,167074.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,1.9,2.0,Kenny,2.0,322.0,False,,,45.0,167074.jpg,2.0,False,Tete,0.2,False,,a,10.0,54.0,2.0,337.0,337.0,237.0,237.0,0.4,0.4,Tete,152.0,2020-09-10,1995-10-09,False,p167074,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.8,1.6,0.0,1.4,4.0,5.0,3.0,7.0,1.0,0.0,0.01,0.01,1.54,78.0,32.0,107.0,34.0,268.0,129.0,125.0,44.0,,,,,,,0.0,0.0,0.01,0.01,1.54,1.0,388.0,83.0,80.0,23.0,80.0,23.0,412.0,159.0,1.0,0.0,7.0,Fulham,1.0,25-26,2025-08-17 10:49:52.276645
65,Alex Iwobi,True,True,,,153133.0,0.0,0.0,0.0,0.0,0.0,3.0,2.2,2.2,2.0,Alex,2.0,324.0,False,,,65.0,153133.jpg,2.0,False,Iwobi,1.6,False,,a,10.0,54.0,2.0,933.0,933.0,4864.0,4864.0,0.3,0.3,Iwobi,157.0,2023-09-01,1996-05-03,False,p153133,65.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.6,40.5,3.0,5.3,0.0,2.0,0.0,2.0,1.0,0.01,0.25,0.26,1.05,98.0,35.0,8.0,7.0,87.0,51.0,31.0,22.0,,,,,,,0.01,0.0,0.35,0.36,1.45,1.38,49.0,33.0,106.0,60.0,106.0,60.0,147.0,50.0,1.38,0.0,2.77,Fulham,1.0,25-26,2025-08-17 10:49:52.276645
66,Emile Smith Rowe,True,True,,,209289.0,0.0,0.0,0.0,0.0,0.0,3.0,2.1,2.1,1.0,Emile,1.0,325.0,False,,,60.0,209289.jpg,1.0,False,Smith Rowe,1.0,False,,a,10.0,54.0,1.0,794.0,794.0,4785.0,4785.0,0.2,0.2,Smith Rowe,241.0,2024-08-02,2000-07-28,False,p209289,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,2.0,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.47,160.0,76.0,100.0,62.0,108.0,62.0,166.0,80.0,,,,,,,0.42,0.0,0.0,0.42,3.25,0.0,94.0,66.0,161.0,84.0,161.0,84.0,178.0,62.0,0.0,0.0,0.0,Fulham,1.0,25-26,2025-08-17 10:49:52.276645
67,Adama Traoré Diarra,True,True,,,159533.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,Adama,1.0,326.0,False,,,55.0,159533.jpg,1.0,False,Traoré Diarra,0.3,False,,a,10.0,54.0,1.0,321.0,321.0,1285.0,1285.0,0.2,0.2,Adama,200.0,2023-08-12,1996-01-25,False,p159533,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,563.0,228.0,134.0,73.0,560.0,225.0,571.0,232.0,,,,,,,0.0,0.0,0.0,0.0,1.88,0.0,132.0,86.0,145.0,74.0,145.0,74.0,297.0,93.0,0.0,0.0,0.0,Fulham,1.0,25-26,2025-08-17 10:49:52.276645
68,Harry Wilson,True,True,,,153682.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,5.0,Harry,5.0,329.0,False,,,55.0,153682.jpg,5.0,False,Wilson,1.0,False,,a,10.0,54.0,5.0,1139.0,1139.0,3825.0,3825.0,0.9,0.9,Wilson,244.0,2021-07-24,1997-03-22,False,p153682,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,5.4,15.0,2.3,1.0,4.0,1.0,6.0,1.0,0.06,0.02,0.08,1.54,139.0,62.0,74.0,47.0,39.0,24.0,90.0,44.0,3.0,,3.0,,,,0.06,0.0,0.02,0.08,1.54,1.0,128.0,83.0,44.0,16.0,44.0,16.0,175.0,60.0,1.0,0.0,6.0,Fulham,1.0,25-26,2025-08-17 10:49:52.276645
69,Sander Berge,True,True,,,207189.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,1.5,2.0,Sander,2.0,330.0,False,,,50.0,207189.jpg,2.0,False,Berge,0.1,False,,a,10.0,54.0,2.0,60.0,60.0,167.0,167.0,0.4,0.4,Berge,161.0,2024-08-22,1998-02-14,False,p207189,65.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.2,0.7,0.0,0.2,1.0,1.0,1.0,3.0,1.0,0.0,0.01,0.01,1.05,153.0,70.0,137.0,76.0,463.0,166.0,170.0,81.0,,,,,,,0.0,0.0,0.01,0.01,1.45,1.38,257.0,162.0,91.0,48.0,91.0,48.0,535.0,198.0,1.38,0.0,4.15,Fulham,1.0,25-26,2025-08-17 10:49:52.276645
70,Tom Cairney,True,True,,,76357.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,1.5,0.0,Tom,0.0,331.0,False,,,50.0,76357.jpg,0.0,False,Cairney,0.0,False,,a,10.0,54.0,0.0,19.0,19.0,129.0,129.0,0.0,0.0,Cairney,243.0,2015-07-07,1991-01-20,False,p76357,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.4,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,445.0,157.0,147.0,80.0,427.0,147.0,456.0,163.0,,,2.0,,,,0.0,0.0,0.0,0.0,1.88,0.0,216.0,139.0,456.0,166.0,456.0,166.0,605.0,250.0,0.0,0.0,7.5,Fulham,1.0,25-26,2025-08-17 10:49:52.276645
71,Saša Lukić,True,True,,,212314.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,1.5,2.0,Saša,2.0,332.0,False,,,50.0,212314.jpg,2.0,False,Lukić,0.1,False,,a,10.0,54.0,2.0,53.0,53.0,157.0,157.0,0.4,0.4,Lukić,190.0,2023-01-31,1996-08-13,False,p212314,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,12.3,2.0,1.6,2.0,0.0,1.0,3.0,1.0,0.0,0.01,0.01,1.54,149.0,68.0,51.0,33.0,98.0,54.0,118.0,56.0,4.0,,,,,,0.0,0.0,0.01,0.01,1.54,1.0,262.0,166.0,92.0,49.0,92.0,49.0,540.0,202.0,1.0,0.0,3.0,Fulham,1.0,25-26,2025-08-17 10:49:52.276645
72,Josh King,True,True,,,577725.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,Josh,2.0,335.0,False,,,45.0,577725.jpg,2.0,False,King,0.9,False,,a,10.0,54.0,2.0,4255.0,4255.0,1784.0,1784.0,0.4,0.4,King,241.0,2024-02-02,2007-01-03,False,p577725,76.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.4,13.8,27.0,5.3,0.0,5.0,3.0,8.0,1.0,0.18,0.13,0.31,1.07,81.0,31.0,45.0,29.0,17.0,9.0,30.0,21.0,,,,,,,0.21,0.0,0.15,0.36,1.27,1.18,535.0,290.0,88.0,45.0,88.0,45.0,192.0,64.0,1.18,0.0,9.47,Fulham,1.0,25-26,2025-08-17 10:49:52.276645
73,Raúl Jiménez Rodríguez,True,True,,,102057.0,0.0,0.0,0.0,0.0,0.0,4.0,2.2,2.2,2.0,Raúl,2.0,337.0,False,,,65.0,102057.jpg,2.0,False,Jiménez Rodríguez,2.2,False,,a,10.0,54.0,2.0,1975.0,1975.0,6432.0,6432.0,0.3,0.3,Raúl,139.0,2023-07-25,1991-05-05,False,p102057,65.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,11.0,0.7,0.0,0.0,0.0,0.0,1.0,0.27,0.0,0.27,1.05,639.0,59.0,83.0,7.0,44.0,12.0,150.0,15.0,,,4.0,,1.0,,0.37,0.0,0.0,0.37,1.45,1.38,46.0,16.0,105.0,9.0,105.0,9.0,116.0,23.0,1.38,0.0,0.0,Fulham,1.0,25-26,2025-08-17 10:49:52.276645
74,Rodrigo Muniz Carvalho,True,True,,,244042.0,0.0,0.0,0.0,0.0,0.0,4.0,1.7,1.7,7.0,Rodrigo,7.0,338.0,False,,,55.0,244042.jpg,7.0,False,Muniz Carvalho,2.0,False,,a,10.0,54.0,7.0,5686.0,5686.0,3988.0,3988.0,1.3,1.3,Muniz,30.0,2021-08-20,2001-05-04,False,p244042,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,25.0,31.0,0.0,33.0,6.4,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.5,20.0,6.0,589.0,50.0,12.0,7.0,24.0,5.0,,,,,,,0.56,0.0,0.0,0.56,1.88,0.0,162.0,34.0,23.0,5.0,23.0,5.0,126.0,26.0,0.0,0.0,0.0,Fulham,1.0,25-26,2025-08-17 10:49:52.276645
75,Alisson Becker,True,True,,,116535.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,5.0,1.0,Alisson,1.0,366.0,False,,,55.0,116535.jpg,1.0,False,Becker,11.6,False,,a,12.0,14.0,1.0,5907.0,5907.0,22440.0,22440.0,0.2,0.2,A.Becker,30.0,2018-07-19,1992-10-02,False,p116535,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,13.6,0.0,0.0,1.4,2.0,7.0,0.0,0.0,1.0,0.0,0.01,0.01,1.7,75.0,11.0,562.0,79.0,552.0,79.0,128.0,11.0,,,,,,,0.0,1.0,0.01,0.01,1.7,2.0,121.0,2.0,143.0,11.0,143.0,11.0,35.0,5.0,1.0,0.0,0.0,Liverpool,1.0,25-26,2025-08-17 10:49:52.276645
76,Jeremie Frimpong,True,True,,,216094.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,5.0,1.0,Jeremie,1.0,370.0,False,,,60.0,216094.jpg,1.0,False,Frimpong,31.1,False,,a,12.0,14.0,1.0,22132.0,22132.0,72434.0,72434.0,0.2,0.2,Frimpong,152.0,2025-06-01,2000-12-10,False,p216094,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.4,1.3,2.0,0.9,3.0,1.0,1.0,4.0,1.0,0.01,0.01,0.02,0.81,117.0,51.0,114.0,38.0,109.0,31.0,142.0,52.0,,,,,,,0.02,0.0,0.02,0.04,1.24,0.0,97.0,4.0,163.0,51.0,163.0,51.0,6.0,1.0,1.53,0.0,6.1,Liverpool,1.0,25-26,2025-08-17 10:49:52.276645
77,Milos Kerkez,True,True,,,544877.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,5.0,0.0,Milos,0.0,371.0,False,,,60.0,544877.jpg,0.0,False,Kerkez,6.7,False,,a,12.0,14.0,0.0,3911.0,3911.0,26737.0,26737.0,0.0,0.0,Kerkez,98.0,2025-06-26,2003-11-07,False,p544877,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,8.4,1.3,0.0,1.0,5.0,5.0,1.0,6.0,1.0,0.0,0.01,0.01,0.81,104.0,46.0,115.0,39.0,641.0,228.0,139.0,50.0,,,,,,,0.0,0.0,0.02,0.02,1.24,0.0,113.0,9.0,641.0,227.0,641.0,227.0,64.0,23.0,1.53,0.0,9.15,Liverpool,1.0,25-26,2025-08-17 10:49:52.276645
78,Andrew Robertson,True,True,,,122798.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,5.0,0.0,Andrew,0.0,372.0,False,,,60.0,122798.jpg,0.0,False,Robertson,1.4,False,,a,12.0,14.0,0.0,642.0,642.0,5358.0,5358.0,0.0,0.0,Robertson,243.0,2017-07-21,1994-03-11,False,p122798,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,5.4,4.1,2.0,1.2,2.0,0.0,0.0,2.0,0.0,0.0,0.04,0.04,0.89,116.0,50.0,80.0,25.0,107.0,30.0,137.0,48.0,4.0,,,,,,0.0,0.0,0.12,0.12,2.67,6.0,85.0,2.0,623.0,222.0,623.0,222.0,154.0,53.0,0.0,0.0,6.0,Liverpool,1.0,25-26,2025-08-17 10:49:52.276645
79,Virgil van Dijk,True,True,,,97032.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,5.0,3.0,Virgil,3.0,373.0,False,,,60.0,97032.jpg,3.0,False,van Dijk,24.0,False,,a,12.0,14.0,3.0,27130.0,27130.0,24804.0,24804.0,0.5,0.5,Virgil,152.0,2018-01-01,1991-07-08,False,p97032,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49.4,0.9,25.0,7.5,20.0,4.0,1.0,21.0,1.0,0.18,0.01,0.19,1.7,7.0,2.0,130.0,50.0,21.0,2.0,16.0,2.0,,,3.0,,,,0.18,0.0,0.01,0.19,1.7,2.0,82.0,1.0,67.0,21.0,67.0,21.0,14.0,4.0,1.0,0.0,21.0,Liverpool,1.0,25-26,2025-08-17 10:49:52.276645
80,Ibrahima Konaté,True,True,,,204716.0,0.0,0.0,0.0,0.0,0.0,2.0,3.8,4.3,1.0,Ibrahima,1.0,374.0,False,,,55.0,204716.jpg,1.0,False,Konaté,3.0,False,,a,12.0,14.0,1.0,5135.0,5135.0,8863.0,8863.0,0.2,0.2,Konaté,73.0,2021-07-01,1999-05-25,False,p204716,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.4,0.6,0.0,2.2,7.0,5.0,0.0,7.0,1.0,0.0,0.0,0.0,1.7,43.0,10.0,141.0,54.0,569.0,209.0,95.0,30.0,,,,,,,0.0,0.0,0.0,0.0,1.7,2.0,145.0,16.0,149.0,48.0,149.0,48.0,97.0,33.0,1.0,0.0,7.0,Liverpool,1.0,25-26,2025-08-17 10:49:52.276645
81,Joe Gomez,True,True,100.0,75.0,171287.0,0.0,0.0,0.0,0.0,0.0,2.0,3.1,2.7,1.0,Joe,1.0,376.0,False,,2025-08-10T23:00:06.519894Z,50.0,171287.jpg,1.0,False,Gomez,0.1,False,,a,12.0,14.0,1.0,124.0,124.0,447.0,447.0,0.2,0.2,Gomez,241.0,2015-06-20,1997-05-23,False,p171287,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.4,0.4,0.0,0.3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21,143.0,56.0,148.0,57.0,447.0,181.0,169.0,60.0,,,,,,,0.0,0.0,0.0,0.0,1.05,5.0,239.0,36.0,137.0,47.0,137.0,47.0,527.0,198.0,0.0,0.0,5.0,Liverpool,1.0,25-26,2025-08-17 10:49:52.276645
82,Mohamed Salah,True,True,,,118748.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,5.0,8.0,Mohamed,8.0,381.0,False,,,145.0,118748.jpg,8.0,False,Salah,54.4,False,,a,12.0,14.0,8.0,28204.0,28204.0,20532.0,20532.0,0.6,0.6,M.Salah,63.0,2017-07-01,1992-06-15,False,p118748,90.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,49.0,33.8,51.0,13.4,1.0,9.0,0.0,10.0,1.0,0.26,0.11,0.37,1.7,8.0,3.0,11.0,10.0,4.0,1.0,4.0,2.0,,,4.0,,1.0,,0.26,0.0,0.11,0.37,1.7,2.0,1.0,1.0,20.0,6.0,20.0,6.0,3.0,2.0,1.0,0.0,10.0,Liverpool,1.0,25-26,2025-08-17 10:49:52.276645
83,Florian Wirtz,True,True,,,494595.0,0.0,0.0,0.0,0.0,0.0,3.0,3.2,3.7,2.0,Florian,2.0,382.0,False,,,85.0,494595.jpg,2.0,False,Wirtz,33.0,False,,a,12.0,14.0,2.0,12129.0,12129.0,122913.0,122913.0,0.2,0.2,Wirtz,80.0,2025-06-20,2003-05-03,False,p494595,81.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,45.0,12.0,6.9,1.0,6.0,2.0,9.0,1.0,0.14,0.28,0.42,1.7,84.0,32.0,5.0,5.0,43.0,27.0,20.0,14.0,,,,,,,0.16,0.0,0.31,0.47,1.89,2.22,11.0,7.0,111.0,63.0,111.0,63.0,5.0,3.0,1.11,0.0,10.0,Liverpool,1.0,25-26,2025-08-17 10:49:52.276645
84,Cody Gakpo,True,True,,,243298.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.5,7.0,Cody,7.0,384.0,False,,,75.0,243298.jpg,7.0,False,Gakpo,7.6,False,,a,12.0,14.0,7.0,30540.0,30540.0,10188.0,10188.0,0.9,0.9,Gakpo,152.0,2023-01-01,1999-05-07,False,p243298,90.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,48.2,39.6,46.0,13.4,1.0,6.0,1.0,8.0,1.0,0.2,0.44,0.64,1.7,9.0,4.0,10.0,9.0,5.0,2.0,3.0,1.0,,,,,2.0,,0.2,0.0,0.44,0.64,1.7,2.0,27.0,16.0,24.0,7.0,24.0,7.0,56.0,18.0,1.0,0.0,8.0,Liverpool,1.0,25-26,2025-08-17 10:49:52.276645
85,Federico Chiesa,True,True,,,223541.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,3.2,6.0,Federico,6.0,385.0,False,,,65.0,223541.jpg,6.0,False,Chiesa,0.2,False,,a,12.0,14.0,6.0,2357.0,2357.0,537.0,537.0,0.9,0.9,Chiesa,106.0,2024-08-29,1997-10-25,False,p223541,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,35.2,0.3,17.0,5.3,0.0,0.0,1.0,1.0,0.0,0.16,0.0,0.16,0.0,16.0,9.0,154.0,84.0,37.0,23.0,32.0,23.0,,,,,,,1.8,0.0,0.0,1.8,0.0,0.0,57.0,39.0,41.0,13.0,41.0,13.0,383.0,126.0,0.0,0.0,11.25,Liverpool,1.0,25-26,2025-08-17 10:49:52.276645
86,Alexis Mac Allister,True,True,,,243016.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,3.2,5.0,Alexis,5.0,386.0,False,,,65.0,243016.jpg,5.0,False,Mac Allister,1.7,False,,a,12.0,14.0,5.0,5193.0,5193.0,4403.0,4403.0,0.8,0.8,Mac Allister,10.0,2023-06-14,1998-12-24,False,p243016,71.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.4,15.2,11.0,5.4,1.0,2.0,3.0,6.0,1.0,0.03,0.02,0.05,1.49,29.0,11.0,38.0,25.0,45.0,28.0,29.0,20.0,1.0,,5.0,,3.0,,0.04,0.0,0.03,0.07,1.89,1.27,59.0,41.0,46.0,17.0,46.0,17.0,137.0,44.0,1.27,0.0,7.61,Liverpool,1.0,25-26,2025-08-17 10:49:52.276645
87,Dominik Szoboszlai,True,True,,,424876.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,3.2,2.0,Dominik,2.0,387.0,False,,,65.0,424876.jpg,2.0,False,Szoboszlai,2.1,False,,a,12.0,14.0,2.0,1812.0,1812.0,7133.0,7133.0,0.3,0.3,Szoboszlai,98.0,2023-07-02,2000-10-25,False,p424876,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,29.8,24.0,7.0,2.0,5.0,4.0,11.0,1.0,0.1,0.09,0.19,1.7,61.0,25.0,13.0,12.0,23.0,12.0,19.0,13.0,5.0,,2.0,,,,0.1,0.0,0.09,0.19,1.7,2.0,62.0,43.0,108.0,61.0,108.0,61.0,120.0,39.0,1.0,0.0,11.0,Liverpool,1.0,25-26,2025-08-17 10:49:52.276645
88,Curtis Jones,True,True,,,206915.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,3.0,1.0,Curtis,1.0,388.0,False,,,55.0,206915.jpg,1.0,False,Jones,0.1,False,,a,12.0,14.0,1.0,147.0,147.0,749.0,749.0,0.2,0.2,C.Jones,241.0,2018-04-06,2001-01-30,False,p206915,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.2,10.9,0.0,1.4,0.0,1.0,0.0,1.0,0.0,0.0,0.04,0.04,0.21,137.0,61.0,62.0,40.0,571.0,232.0,129.0,61.0,,,,,,,0.0,0.0,0.2,0.2,1.05,5.0,147.0,96.0,150.0,78.0,150.0,78.0,471.0,157.0,0.0,0.0,5.0,Liverpool,1.0,25-26,2025-08-17 10:49:52.276645
89,Endo Wataru,True,True,,,158983.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.5,4.0,Endo,4.0,392.0,False,,,50.0,158983.jpg,4.0,False,Wataru,0.1,False,,a,12.0,14.0,4.0,359.0,359.0,438.0,438.0,0.8,0.8,Endo,108.0,2023-08-18,1993-02-09,False,p158983,30.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,24.6,10.7,0.0,3.5,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.89,35.0,14.0,64.0,41.0,443.0,156.0,62.0,33.0,,,,,,,0.0,0.0,0.0,0.0,2.67,6.0,234.0,149.0,50.0,20.0,50.0,20.0,493.0,170.0,0.0,0.0,9.0,Liverpool,1.0,25-26,2025-08-17 10:49:52.276645
90,Hugo Ekitiké,True,True,,,510663.0,0.0,0.0,0.0,0.0,1.0,4.0,3.1,3.6,11.0,Hugo,11.0,661.0,True,,,85.0,510663.jpg,11.0,False,Ekitiké,17.3,False,,a,12.0,14.0,11.0,180632.0,180632.0,10917.0,10917.0,1.3,1.3,Ekitiké,73.0,2025-07-23,2002-06-20,False,p510663,71.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,52.8,24.4,37.0,11.4,1.0,0.0,0.0,1.0,1.0,1.14,0.02,1.16,1.49,6.0,3.0,23.0,1.0,8.0,4.0,7.0,3.0,,,,,,,1.45,0.0,0.03,1.48,1.89,1.27,12.0,5.0,6.0,3.0,6.0,3.0,25.0,6.0,1.27,0.0,1.27,Liverpool,1.0,25-26,2025-08-17 10:49:52.276645
91,James Trafford,True,True,,,432720.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6,3.6,7.0,James,7.0,182.0,False,,,50.0,432720.jpg,7.0,False,Trafford,2.1,False,,a,13.0,43.0,7.0,12157.0,12157.0,4631.0,4631.0,1.4,1.4,Trafford,241.0,2025-07-29,2002-10-10,False,p432720,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,31.0,29.0,0.0,0.0,2.9,2.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,25.0,4.0,510.0,76.0,494.0,76.0,74.0,4.0,,,,,,,0.0,3.0,0.0,0.0,0.49,0.0,291.0,15.0,22.0,5.0,22.0,5.0,124.0,18.0,1.0,1.0,0.0,Manchester City,1.0,25-26,2025-08-17 10:49:52.276645
