id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,adjusted points per game,value,valuePoints metric,team_name,position
126,,,94245,0,0,0,0,0,4,2.0,,0,Michy,0.0,False,,,5.5,94245.jpg,2.3,Batshuayi,0.2,False,,a,6,8,41,0,0,0,0,0.0,7.5,Batshuayi,717,2,2,2,15,0,0,0,0,0,0,2,113,132.8,113.5,210.0,45.5,287,34,211,31,156,37,254,35,,,,,,,2.1508982616898,0.39107241121632724,0.9171461004006051,Chelsea,forward
127,,,102380,0,0,0,0,0,2,3.0,,0,Antonio,0.0,False,,,5.5,102380.jpg,4.9,Rüdiger,5.9,False,,a,6,8,93,0,0,0,0,0.0,16.9,Rüdiger,1710,1,0,11,10,1,0,0,0,0,0,9,429,368.6,83.8,201.0,65.4,176,66,249,73,159,34,211,68,,,,,,,4.348064243113485,0.7905571351115427,1.85402082278402,Chelsea,defender
128,,,103192,0,0,0,0,0,2,3.0,,0,Kurt,0.0,False,,,5.5,103192.jpg,4.5,Zouma,1.7,False,,a,6,8,108,0,0,0,0,0.0,19.6,Zouma,2027,5,0,9,25,0,0,0,3,0,0,6,481,577.8,72.6,339.0,99.0,79,27,262,82,101,11,132,29,,,,,,,3.8873115549414408,0.706783919080262,1.657555216421914,Chelsea,defender
129,,,109745,0,0,0,0,0,1,3.0,,0,Kepa,0.0,False,,,5.0,109745.jpg,3.7,Arrizabalaga,0.3,False,,a,6,8,26,0,0,0,0,0.0,5.2,Arrizabalaga,585,0,0,2,8,0,0,0,1,0,16,5,117,113.6,0.0,0.0,11.3,296,23,442,49,437,45,329,23,,,,,,,4.248850016479904,0.8497700032959807,1.9001434926100333,Chelsea,goalkeeper
130,,,116594,0,0,0,0,0,3,1.9,,0,N'Golo,0.0,False,,,5.0,116594.jpg,2.1,Kanté,4.8,False,,a,6,8,62,0,0,0,0,0.0,12.4,Kanté,2140,0,2,10,24,0,0,0,7,0,0,0,375,449.0,347.3,96.0,89.7,148,58,99,63,236,123,149,83,,,,,,,2.2963183538930867,0.45926367077861735,1.026944787457072,Chelsea,midfielder
131,,,124183,0,0,0,0,0,3,3.0,,0,Hakim,0.0,False,,,7.5,124183.jpg,3.0,Ziyech,1.9,False,,a,6,8,70,0,0,0,0,0.0,9.3,Ziyech,1164,2,3,10,7,0,0,0,3,0,0,8,239,274.8,485.6,369.0,112.8,214,90,58,41,92,54,106,61,4.0,,6.0,,,,3.160962853218391,0.4214617137624522,1.1542204387624029,Chelsea,midfielder
132,,,126187,0,0,0,0,0,3,2.3,,0,Ruben,0.0,False,,,5.5,126187.jpg,2.1,Loftus-Cheek,0.1,False,,a,6,8,66,0,0,0,0,0.0,12.0,Loftus-Cheek,1962,1,0,11,22,0,0,0,3,0,0,0,178,201.6,274.0,439.0,91.4,245,107,124,81,76,44,145,80,,,,,,,2.4656255368968267,0.4482955521630594,1.05134626146218,Chelsea,midfielder
133,,,135363,0,0,0,0,0,2,2.7,,0,Andreas,0.0,False,,,5.0,135363.jpg,3.6,Christensen,0.9,False,,a,6,8,61,0,0,0,0,0.0,12.2,Christensen,1371,0,0,8,17,0,0,0,2,1,0,9,323,293.4,80.9,34.0,40.9,204,76,251,75,292,107,267,91,,,,,,,3.505016472974228,0.7010032945948457,1.567491019165386,Chelsea,defender
134,,,165153,0,0,0,0,0,4,3.3,,0,Timo,0.0,False,,,9.0,165153.jpg,3.7,Werner,6.1,False,,a,6,8,128,0,0,0,0,0.0,14.2,Werner,2598,6,12,13,29,0,0,0,2,0,0,7,394,514.8,532.4,1276.0,232.5,111,15,50,4,10,7,19,7,,,,,3.0,,4.1380047479281785,0.4597783053253532,1.3793349159760595,Chelsea,forward
135,,,172850,0,0,0,0,0,2,3.4,,0,Benjamin,0.0,False,,,6.0,172850.jpg,5.1,Chilwell,13.6,False,,a,6,8,139,0,0,0,0,0.0,23.2,Chilwell,2286,3,6,12,23,0,0,0,3,0,0,11,549,545.0,535.8,408.0,148.5,92,33,48,10,82,4,69,9,3.0,,,,,,4.711585810674976,0.7852643017791627,1.9234968525818532,Chelsea,defender
136,,,173879,0,0,0,0,0,4,2.5,,0,Tammy,0.0,False,,,6.5,173879.jpg,3.1,Abraham,1.0,False,,a,6,8,69,0,0,0,0,0.0,10.6,Abraham,1031,6,2,5,12,0,0,0,0,0,0,8,224,277.2,121.6,483.0,86.6,212,27,204,30,64,28,162,30,,,,,,,3.0929059172071423,0.47583167957032957,1.21313750965737,Chelsea,forward
137,,,176413,0,0,0,0,0,3,3.2,,0,Christian,0.0,False,,,8.0,176413.jpg,3.0,Pulisic,1.4,False,,a,6,8,82,0,0,0,0,0.0,10.2,Pulisic,1731,4,3,7,21,0,0,0,2,0,0,3,264,361.4,378.8,724.0,146.2,182,74,85,58,43,23,71,43,,,,,,,3.484504077928192,0.435563009741024,1.2319582312876014,Chelsea,midfielder
138,,,184341,0,0,0,0,0,3,3.0,,0,Mason,0.0,False,,,7.5,184341.jpg,4.1,Mount,21.0,False,,a,6,8,147,0,0,0,0,0.0,19.6,Mount,2887,6,7,14,32,0,0,0,2,0,0,16,599,770.4,1336.9,954.0,306.3,26,9,2,2,22,9,7,5,1.0,,1.0,,2.0,,4.447005623917831,0.5929340831890442,1.6238168623814209,Chelsea,midfielder
139,,,199598,0,0,0,0,0,2,2.2,,0,Ethan,0.0,False,,,4.5,199598.jpg,1.8,Ampadu,0.2,False,,a,6,8,44,0,0,0,0,0.0,9.8,Ampadu,2087,0,0,2,41,1,0,0,3,0,0,4,341,458.0,189.6,51.0,70.1,144,54,168,36,281,99,200,62,,,,,,,2.431106553120796,0.5402459006935102,1.1460346196658455,Chelsea,defender
140,,,209046,0,0,0,0,0,3,2.3,,0,Callum,0.0,False,,,5.5,209046.jpg,2.6,Hudson-Odoi,0.2,False,,a,6,8,59,0,0,0,0,0.0,10.7,Hudson-Odoi,1050,2,3,6,5,0,0,0,0,0,0,2,239,291.8,471.5,336.0,109.9,206,85,60,43,102,59,109,64,5.0,,,,,,2.7403734454354263,0.49824971735189566,1.1684991632974504,Chelsea,midfielder
141,,,219847,0,0,0,0,0,3,3.3,,0,Kai,0.0,False,,,8.5,219847.jpg,3.4,Havertz,13.1,False,,a,6,8,91,0,0,0,0,0.0,10.7,Havertz,1512,4,6,8,15,0,0,0,2,0,0,3,268,325.0,307.7,514.0,114.2,195,81,112,73,60,34,104,60,,,3.0,,,,3.632261013621524,0.42732482513194403,1.245855249408773,Chelsea,midfielder
142,,,225796,0,0,0,0,0,2,3.0,,0,Reece,0.0,False,,,5.5,225796.jpg,3.5,James,8.6,False,,a,6,8,112,0,0,0,0,0.0,20.4,James,2367,1,3,9,29,0,0,0,3,0,0,15,572,527.4,697.3,399.0,162.8,103,36,25,6,86,5,55,6,2.0,,4.0,,,,4.247097466543651,0.7721995393715729,1.810968444598409,Chelsea,defender
143,,,228286,0,0,0,0,0,1,4.5,,0,Edouard,0.0,False,,,6.0,228286.jpg,4.5,Mendy,8.8,False,,a,6,8,140,0,0,0,0,0.0,23.3,Mendy,2745,0,0,16,25,0,1,0,2,0,57,8,613,470.2,0.0,0.0,47.2,139,17,484,53,484,53,249,17,,,,,,,4.1301686977985845,0.6883614496330974,1.6861343102036312,Chelsea,goalkeeper
144,0.0,,232787,0,0,0,0,0,3,0.0,,0,Conor,0.0,False,Ineligible to face his parent club on 14/8. - Expected back 21 Aug,2021-08-04T10:30:07.874717Z,5.5,232787.jpg,2.4,Gallagher,0.1,False,,n,7,31,71,0,0,0,0,0.0,12.9,Gallagher,2530,2,2,5,48,0,0,0,11,0,0,3,322,437.2,320.1,276.0,103.2,152,59,106,69,131,80,123,70,,,,,,,2.3771191101908444,0.4322034745801535,1.0136069943105985,Crystal Palace,midfielder
146,,,40836,0,0,0,0,0,1,1.3,,0,Vicente,0.0,False,,,4.5,40836.jpg,3.4,Guaita,5.9,False,,a,7,31,124,0,0,0,0,0.0,27.6,Guaita,3330,0,0,8,64,0,1,0,2,0,107,15,639,819.4,0.0,0.0,82.2,15,6,367,29,361,25,169,6,,,,,,,3.4034345164985327,0.7563187814441183,1.6043944172936473,Crystal Palace,goalkeeper
147,,,49413,0,0,0,0,0,2,1.2,,0,James,0.0,False,,,4.5,49413.jpg,2.2,Tomkins,0.2,False,,a,7,31,18,0,0,0,0,0.0,4.0,Tomkins,551,0,0,2,12,0,0,0,1,0,0,2,97,101.2,11.4,29.0,14.1,308,114,313,116,296,109,322,115,,,,,,,2.2864094268927984,0.5080909837539552,1.0778237402164972,Crystal Palace,defender
148,,,50471,0,0,0,0,0,3,0.5,,0,James,0.0,False,,,4.5,50471.jpg,2.5,McArthur,0.2,False,,a,7,31,45,0,0,0,0,0.0,10.0,McArthur,1465,0,2,4,26,0,0,0,3,0,0,3,228,285.2,202.2,65.0,55.2,209,88,161,102,268,141,227,107,,,,,,,2.455885659362856,0.5457523687473014,1.157715602369514,Crystal Palace,midfielder
149,,,54861,0,0,0,0,0,4,1.5,,0,Christian,0.0,False,,,6.5,54861.jpg,3.5,Benteke,1.3,False,,a,7,31,106,0,0,0,0,0.0,16.3,Benteke,1808,10,2,5,34,0,0,0,1,1,0,14,338,512.6,236.5,1030.0,177.7,113,16,147,25,18,12,44,15,,,,,,,3.2009183779839465,0.49244898122829944,1.255503482365993,Crystal Palace,forward
150,,,55037,0,0,0,0,0,2,1.2,,0,Cheikhou,0.0,False,,,4.5,55037.jpg,2.3,Kouyaté,0.5,False,,a,7,31,82,0,0,0,0,0.0,18.2,Kouyaté,3121,1,0,8,56,0,0,0,4,0,0,2,438,574.8,103.0,134.0,81.3,82,29,220,58,204,57,171,44,,,,,,,2.2846037117367493,0.5076897137192776,1.0769725179286747,Crystal Palace,defender
151,,,58786,0,0,0,0,0,2,0.5,,0,Martin,0.0,False,,,4.0,58786.jpg,1.0,Kelly,1.5,False,,a,7,31,1,0,0,0,0,0.0,0.2,Kelly,1,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.0,0.0,0.2,360,124,342,126,335,123,361,124,,,,,,,1.8808538713372425,0.4702134678343106,0.9404269356686212,Crystal Palace,defender
152,,,66975,0,0,0,0,0,3,1.3,,0,Luka,0.0,False,,,5.5,66975.jpg,2.0,Milivojevic,0.2,False,,a,7,31,63,0,0,0,0,0.0,11.5,Milivojevic,2357,1,1,7,47,0,0,1,8,1,0,3,332,410.8,329.6,143.0,88.4,160,63,101,65,200,108,150,84,3.0,,1.0,,1.0,,2.226913459064689,0.40489335619357986,0.9495590894690842,Crystal Palace,midfielder
153,,,80146,0,0,0,0,0,4,1.3,,0,Jordan,0.0,False,,,6.0,80146.jpg,2.1,Ayew,0.7,False,,a,7,31,70,0,0,0,0,0.0,11.7,Ayew,2086,1,4,6,42,0,0,0,4,0,0,2,216,278.6,238.6,451.0,96.6,210,26,146,24,72,29,135,27,,,,,4.0,,2.063525966850829,0.3439209944751382,0.842430948294641,Crystal Palace,forward
154,,,82403,0,0,0,0,0,3,1.9,,0,Wilfried,0.0,False,,,7.0,82403.jpg,4.5,Zaha,6.9,False,,a,7,31,136,0,0,0,0,0.0,19.4,Zaha,2612,11,4,6,52,0,0,0,6,0,0,11,362,572.6,428.5,1003.0,200.4,83,28,68,49,19,7,34,22,,,,,3.0,,3.943440637155078,0.5633486624507255,1.4904804622654904,Crystal Palace,midfielder
155,,,86417,0,0,0,0,0,3,1.3,,0,Jeffrey,0.0,False,,,5.5,86417.jpg,2.4,Schlupp,0.1,False,,a,7,31,65,0,0,0,0,0.0,11.8,Schlupp,1415,2,3,5,26,0,0,0,3,0,0,3,194,336.6,242.1,304.0,88.2,192,79,143,91,112,65,151,85,,,,,,,2.303160514158152,0.418756457119664,0.9820709430009481,Crystal Palace,midfielder
156,,,105666,0,0,0,0,0,1,1.3,,0,Jack,0.0,False,,,4.5,105666.jpg,2.0,Butland,0.5,False,,a,7,31,2,0,0,0,0,0.0,0.4,Butland,90,0,0,0,2,0,0,0,0,0,3,0,14,16.6,0.0,0.0,1.7,352,32,379,34,373,30,358,33,,,,,,,2.8808538713372425,0.6401897491860539,1.3580475386867212,Crystal Palace,goalkeeper
157,,,173954,0,0,0,0,0,3,0.9,,0,Jairo,0.0,False,,,5.0,173954.jpg,1.9,Riedewald,0.1,False,,a,7,31,64,0,0,0,0,0.0,12.8,Riedewald,1810,2,0,4,39,0,0,0,4,0,0,4,249,274.0,160.4,88.0,52.4,217,92,181,110,242,126,239,113,,,,,,,1.8975572178343107,0.37951144356686217,0.848613386054579,Crystal Palace,midfielder
158,,,185478,0,0,0,0,0,2,1.2,,0,Jarosław,0.0,False,,,4.5,185478.jpg,0.0,Jach,0.1,False,,a,7,31,0,0,0,0,0,0.0,0.0,Jach,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,404,148,392,148,388,147,404,148,,,,,,,,,,Crystal Palace,defender
159,,,231747,0,0,0,0,0,4,1.0,,0,Jean-Philippe,0.0,False,,,5.5,231747.jpg,2.1,Mateta,0.1,False,,a,7,31,15,0,0,0,0,0.0,2.7,Mateta,215,1,0,0,4,0,0,0,0,0,0,2,45,46.6,16.2,80.0,14.0,334,39,308,40,255,39,324,39,,,,,,,1.652,0.30036363636363633,0.7044151668389368,Crystal Palace,forward
160,0.0,,232413,0,0,0,0,0,3,0.0,,0,Eberechi,0.0,False,Achilles injury - Unknown return date,2021-06-22T11:30:10.551607Z,6.0,232413.jpg,3.7,Eze,0.1,False,,i,7,31,125,0,0,0,0,0.0,20.8,Eze,2555,4,8,6,51,0,0,0,3,0,0,17,470,516.2,653.1,383.0,155.4,110,41,34,25,90,52,61,35,1.0,,3.0,,,,3.1970380424199463,0.5328396737366577,1.3051853153658783,Crystal Palace,midfielder
161,0.0,,232423,0,0,0,0,0,2,0.0,,0,Nathan,0.0,False,Achilles injury - Expected back 27 Nov,2021-06-22T11:30:10.567164Z,4.5,232423.jpg,0.0,Ferguson,0.0,False,,i,7,31,0,0,0,0,0,0.0,0.0,Ferguson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,421,160,411,160,407,159,421,160,,,,,,,,,,Crystal Palace,defender
162,,,244723,0,0,0,0,0,2,1.2,,0,Tyrick,0.0,False,,,4.5,244723.jpg,3.1,Mitchell,1.1,False,,a,7,31,58,0,0,0,0,0.0,12.9,Mitchell,1710,1,2,4,32,0,0,0,1,0,0,5,287,387.6,76.8,60.0,52.5,168,63,257,79,275,95,238,77,,,,,,,2.759138496980222,0.6131418882178271,1.300670360965049,Crystal Palace,defender
464,25.0,,443661,0,0,0,0,0,3,0.3,,0,Michael,0.0,False,Back injury - 25% chance of playing,2021-08-08T17:30:05.380772Z,5.5,443661.jpg,0.0,Olise,0.2,False,,d,7,31,0,0,0,0,0,0.0,0.0,Olise,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,479,197,478,197,477,197,479,197,,,,,,,,,,Crystal Palace,midfielder
474,,,55494,0,0,0,0,0,2,1.2,,0,Joel,0.0,False,,,4.5,55494.jpg,2.5,Ward,0.2,False,,a,7,31,66,0,0,0,0,0.0,14.7,Ward,2255,0,1,7,43,0,0,0,5,0,0,6,353,366.8,118.2,28.0,51.3,178,67,206,50,299,111,242,79,,,,,,,2.3039996942068224,0.5119999320459605,1.0861158717502506,Crystal Palace,defender
477,,,209036,0,0,0,0,0,2,1.2,,0,Marc,0.0,False,,,4.5,209036.jpg,0.0,Guéhi,0.4,False,,a,7,31,0,0,0,0,0,0.0,0.0,Guéhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,412,155,401,155,397,154,412,155,,,,,,,,,,Crystal Palace,defender
488,,,174874,0,0,0,0,0,2,1.2,,0,Joachim,0.0,False,,,4.5,174874.jpg,3.0,Andersen,0.5,False,,a,7,31,93,0,0,0,0,0.0,20.7,Andersen,2729,1,1,9,36,0,0,0,6,1,0,7,501,582.8,109.3,151.0,84.5,75,26,216,55,196,53,167,41,,,,,,,2.8261430477671503,0.6280317883927,1.332256609119579,Crystal Palace,defender
163,,,41823,0,0,0,0,0,3,1.0,,0,Fabian,0.0,False,,,4.5,41823.jpg,1.0,Delph,0.2,False,,a,8,11,8,0,0,0,0,0.0,1.8,Delph,260,0,0,0,6,0,0,0,1,0,0,0,48,37.0,29.8,1.0,6.8,339,150,293,151,329,159,341,155,,,,,,,1.297423370292377,0.2883163045094171,0.6116112421357632,Everton,midfielder
164,,,55422,0,0,0,0,0,3,2.4,,0,Gylfi,0.0,False,,,7.0,55422.jpg,3.4,Sigurdsson,2.9,False,,a,8,11,122,0,0,0,0,0.0,17.4,Sigurdsson,2244,6,5,10,29,0,0,1,2,0,0,13,443,530.6,644.2,510.0,168.8,100,36,36,27,62,35,49,29,2.0,,1.0,,1.0,,3.5466434137667,0.5066633448238143,1.3405052088359775,Everton,midfielder
165,,,59949,0,0,0,0,0,2,2.2,,0,Seamus,0.0,False,,,5.0,59949.jpg,3.2,Coleman,0.6,False,,a,8,11,81,0,0,0,0,0.0,16.2,Coleman,1607,0,3,8,19,0,0,0,0,0,0,4,371,322.6,268.2,189.0,78.0,196,73,130,26,168,40,179,51,,,,,,,3.220953695343165,0.644190739068633,1.440454283033293,Everton,defender
166,,,60025,0,0,0,0,0,3,2.4,,0,James,0.0,False,,,7.0,60025.jpg,4.4,Rodríguez,3.8,False,,a,8,11,101,0,0,0,0,0.0,14.4,James,1763,6,5,5,27,0,0,0,4,0,0,11,432,499.2,585.6,399.0,148.7,121,44,41,29,87,50,68,41,1.0,,2.0,,,,4.095993607150319,0.5851419438786171,1.5481400651757342,Everton,midfielder
167,0.0,,100649,0,0,0,0,0,3,0.0,,0,Bernard,0.0,False,Transferred to Sharjah FC,2021-07-23T21:30:09.841847Z,5.5,100649.jpg,1.8,Anício Caldeira Duarte,0.0,False,,u,8,11,21,0,0,0,0,0.0,3.8,Bernard,447,1,0,2,7,0,0,0,2,0,0,1,75,104.8,142.7,80.0,32.7,303,134,189,116,254,133,290,135,,,,,,,1.7256376560066626,0.3137523010921205,0.7358143688616738,Everton,midfielder
168,,,101188,0,0,0,0,0,2,2.5,,0,Lucas,0.0,False,,,5.5,101188.jpg,4.0,Digne,21.7,False,,a,8,11,120,0,0,0,0,0.0,21.8,Digne,2681,0,9,9,42,0,0,0,2,1,0,18,590,592.6,704.2,136.0,143.5,69,24,24,5,202,55,74,11,3.0,,3.0,,,,3.8310083982965786,0.6965469815084688,1.6335474697623806,Everton,defender
169,,,106611,0,0,0,0,0,2,2.2,,0,Michael,0.0,False,,,5.0,106611.jpg,3.6,Keane,3.0,False,,a,8,11,127,0,0,0,0,0.0,25.4,Keane,2989,3,1,11,43,0,0,0,4,0,0,13,649,814.0,87.8,243.0,114.5,18,2,243,68,139,23,103,18,,,,,,,3.116668119008285,0.623333623801657,1.393816355481786,Everton,defender
170,,,111234,0,0,0,0,0,1,2.5,,0,Jordan,0.0,False,,,5.0,111234.jpg,3.7,Pickford,7.7,False,,a,8,11,114,0,0,0,0,0.0,22.8,Pickford,2742,0,0,10,39,0,0,0,1,0,89,8,570,698.4,10.1,0.0,70.9,44,13,317,4,438,46,197,12,,,,,,,3.4414478671344195,0.6882895734268839,1.5390622743868452,Everton,goalkeeper
171,,,119765,0,0,0,0,0,3,1.0,,0,Allan,0.0,False,,,4.5,119765.jpg,2.0,Marques Loureiro,1.1,False,,a,8,11,47,0,0,0,0,0.0,10.4,Allan,2050,0,0,7,30,0,0,0,6,0,0,0,290,366.6,233.3,42.0,64.4,179,72,152,97,286,143,214,100,,,,,,,2.1194978383774834,0.47099951963944076,0.9991408628179651,Everton,midfielder
172,,,120250,0,0,0,0,0,3,1.4,,0,André Filipe,0.0,False,,,5.0,120250.jpg,1.7,Tavares Gomes,0.1,False,,a,8,11,48,0,0,0,0,0.0,9.6,André Gomes,1559,0,1,5,22,0,0,0,3,0,0,0,224,189.0,244.5,103.0,53.0,254,112,141,90,229,120,236,111,4.0,,,,,,1.898689714675434,0.3797379429350868,0.8491198540387901,Everton,midfielder
173,,,121599,0,0,0,0,0,3,1.8,,0,Abdoulaye,0.0,False,,,5.5,121599.jpg,2.8,Doucouré,0.3,False,,a,8,11,80,0,0,0,0,0.0,14.5,Doucouré,2443,2,3,9,36,0,0,0,6,0,0,2,421,433.8,319.4,267.0,102.1,154,61,107,70,133,81,126,72,,,,,,,2.759383591286852,0.5017061075067004,1.1766051167245477,Everton,midfielder
174,,,153133,0,0,0,0,0,3,2.1,,0,Alex,0.0,False,,,6.0,153133.jpg,2.2,Iwobi,0.2,False,,a,8,11,65,0,0,0,0,0.0,10.8,Iwobi,1530,1,3,5,21,0,0,0,0,0,0,1,256,262.6,263.1,233.0,76.0,222,95,133,85,144,84,185,92,,,,,,,2.2640607268584625,0.37734345447641043,0.9242989212463385,Everton,midfielder
175,,,164511,0,0,0,0,0,2,2.2,,0,Yerry,0.0,False,,,5.0,164511.jpg,3.3,Mina,0.6,False,,a,8,11,79,0,0,0,0,0.0,15.8,Mina,1936,2,0,6,22,0,0,0,2,0,0,7,399,496.2,23.5,200.0,72.3,123,46,300,108,161,35,195,59,,,,,,,3.1617187976252032,0.6323437595250406,1.413963631445771,Everton,defender
176,,,173807,0,0,0,0,0,3,1.4,,0,Tom,0.0,False,,,5.0,173807.jpg,1.9,Davies,0.1,False,,a,8,11,47,0,0,0,0,0.0,9.4,Davies,1417,0,1,5,23,0,0,0,3,0,0,1,209,205.6,112.0,30.0,34.7,244,106,213,129,295,146,283,130,,,,,,,2.029391337848507,0.40587826756970136,0.9075713968757007,Everton,midfielder
177,75.0,,177815,0,0,0,0,0,4,1.9,,0,Dominic,0.0,False,Knock - 75% chance of playing,2021-08-08T18:00:05.235075Z,8.0,177815.jpg,5.0,Calvert-Lewin,25.7,False,,d,8,11,165,0,0,0,0,0.0,20.6,Calvert-Lewin,2871,16,6,11,39,0,0,0,3,0,0,21,528,745.8,308.0,1439.0,249.0,34,5,111,17,6,4,16,5,,,,,,,4.703827222501256,0.587978402812657,1.6630540632802606,Everton,forward
178,,,194164,0,0,0,0,0,2,1.7,,0,Mason,0.0,False,,,4.5,194164.jpg,2.9,Holgate,1.0,False,,a,8,11,80,0,0,0,0,0.0,17.8,Holgate,2286,1,0,9,32,0,0,0,9,0,0,4,426,432.2,126.0,80.0,64.1,156,57,203,49,253,83,216,70,,,,,,,2.656443481169507,0.5903207735932238,1.2522594662491715,Everton,defender
179,,,198826,0,0,0,0,0,2,2.2,,0,Ben,0.0,False,,,5.0,198826.jpg,3.2,Godfrey,1.2,False,,a,8,11,100,0,0,0,0,0.0,20.0,Godfrey,2683,0,2,11,35,1,0,0,4,0,0,7,537,610.4,84.3,152.0,84.8,61,20,248,72,195,52,164,38,,,,,,,2.9098406634899483,0.5819681326979896,1.301320305451323,Everton,defender
180,,,212319,0,0,0,0,0,4,2.3,,0,Richarlison,0.0,False,,,7.5,212319.jpg,3.6,de Andrade,6.6,False,,a,8,11,123,0,0,0,0,0.0,16.4,Richarlison,2862,7,6,11,38,0,0,0,4,1,0,18,415,576.4,359.7,1147.0,208.3,81,11,91,13,12,8,29,8,,,,,2.0,,4.002330683196337,0.5336440910928448,1.461444531854464,Everton,forward
181,,,222627,0,0,0,0,0,1,1.0,,0,João,0.0,False,,,4.0,222627.jpg,2.0,Virgínia,2.4,False,,a,8,11,2,0,0,0,0,0.0,0.5,Virgínia,47,0,0,0,0,0,0,0,0,0,3,0,10,25.0,0.0,0.0,2.5,347,30,352,18,346,14,353,30,,,,,,,3.039693481169507,0.7599233702923768,1.5198467405847536,Everton,goalkeeper
481,,,40349,0,0,0,0,0,1,1.0,,0,Asmir,0.0,False,,,4.0,40349.jpg,0.0,Begović,1.8,False,,a,8,11,0,0,0,0,0,0.0,0.0,Begović,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,364,37,339,12,332,8,364,37,,,,,,,,,,Everton,goalkeeper
482,,,60252,0,0,0,0,0,3,1.8,,0,Andros,0.0,False,,,5.5,60252.jpg,2.8,Townsend,0.5,False,,a,8,11,94,0,0,0,0,0.0,17.1,Townsend,2250,1,5,7,37,0,0,0,0,0,0,8,378,511.4,694.6,311.0,152.1,114,42,26,20,110,64,66,39,,,,,,,3.0039868309470408,0.5461794238085529,1.2809042885614583,Everton,midfielder
484,,,172632,0,0,0,0,0,3,1.8,,0,Demarai,0.0,False,,,5.5,172632.jpg,1.0,Gray,0.3,False,,a,8,11,1,0,0,0,0,0.0,0.2,Gray,18,0,0,0,0,0,0,0,0,0,0,0,3,0.2,1.3,3.0,0.5,361,159,333,159,324,157,360,159,,,,,,,1.785000838134576,0.32454560693355927,0.7611269147713133,Everton,midfielder
200,,,17745,0,0,0,0,0,1,3.0,,0,Kasper,0.0,False,,,5.0,17745.jpg,3.4,Schmeichel,14.9,False,,a,9,13,128,0,0,0,0,0.0,25.6,Schmeichel,3420,0,0,11,50,1,0,0,0,0,88,6,631,769.0,0.0,0.0,76.9,27,8,427,43,423,40,183,8,,,,,,,3.371253352538304,0.6742506705076609,1.5076703331299424,Leicester City,goalkeeper
201,0.0,,37642,0,0,0,0,0,2,0.0,,0,Jonny,0.0,False,Foot injury - Expected back 11 Sep,2021-08-04T10:30:07.908950Z,5.5,37642.jpg,3.9,Evans,1.0,False,,i,9,13,109,0,0,0,0,0.0,19.8,Evans,2473,2,2,10,31,1,0,0,7,0,0,12,536,532.4,129.0,115.0,77.9,99,35,200,48,217,66,180,52,,,,,,,3.4171059933209085,0.6212919987856197,1.4570588912781348,Leicester City,defender
202,,,51938,0,0,0,0,0,3,2.3,,0,Marc,0.0,False,,,5.5,51938.jpg,2.5,Albrighton,0.2,False,,a,9,13,78,0,0,0,0,0.0,14.2,Albrighton,1735,1,7,4,22,0,0,0,2,0,0,3,325,412.6,544.2,282.0,123.9,158,62,46,34,126,76,89,52,3.0,,,,,,2.6278645582082407,0.47779355603786194,1.1205252125910332,Leicester City,midfielder
203,,,86881,0,0,0,0,0,3,1.5,,0,Nampalys,0.0,False,,,4.5,86881.jpg,1.8,Mendy,0.4,False,,a,9,13,41,0,0,0,0,0.0,9.1,Mendy,1452,0,1,4,25,0,0,0,5,0,0,0,234,153.0,118.7,23.0,29.6,280,121,205,126,304,149,294,137,,,,,,,1.8861688747873184,0.41914863884162634,0.8891485345500754,Leicester City,midfielder
204,,,95463,0,0,0,0,0,1,1.5,,0,Danny,0.0,False,,,4.0,95463.jpg,0.0,Ward,3.8,False,,a,9,13,0,0,0,0,0,0.0,0.0,Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,369,40,345,15,338,11,369,40,,,,,,,,,,Leicester City,goalkeeper
