,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,team_name,name,season
281,True,True,,,244042,0,0,0,0,0,0,4,1.8,,0,Rodrigo,0.0,271,False,,,55,244042.jpg,1.7,False,Muniz Carvalho,0.6,False,,a,10,54,36,0,0,0,0,0.0,6.5,Muniz,Rodrigo Muniz,30.0,2021-08-20,2001-05-04,False,p244042,987,1,1,3,13,1,0,0,2,0,0,3,94,113.2,93.2,287.0,47.3,29,15,8,52,10,3.30,0.15,3.45,13.83,,,,,,,[],,299,33,242,25,103,24,253,31,0.3,0.0,0.01,0.31,1.26,1.19,150,36,408,32,317,33,235,40,0.91,0.27,4.74,Fulham,Rodrigo Muniz Carvalho,25-26
282,True,True,,,631786,0,0,0,0,0,0,4,1.0,,0,Jonah,0.0,272,False,,,45,631786.jpg,0.9,False,Kusi-Asare,7.1,False,,a,10,54,6,0,0,0,0,0.0,1.3,Kusi-Asare,,206.0,2026-06-27,2007-07-04,False,p631786,49,0,0,0,2,0,0,0,1,0,0,0,19,3.2,12.0,8.0,2.3,0,4,1,5,0,0.00,0.07,0.07,1.10,,,,,,,[],,383,43,334,42,331,43,371,43,0.0,0.0,0.13,0.13,2.02,3.67,518,70,196,12,393,47,59,9,0.0,0.0,9.18,Fulham,Jonah Kusi-Asare,25-26
283,True,True,,,551466,0,0,0,0,0,0,4,2.0,,0,Gonzalo,0.0,569,False,,,60,551466.jpg,0.0,False,García,1.9,False,,a,10,54,0,0,0,0,0,0.0,0.0,Gonzalo,,200.0,2026-08-03,2004-03-24,False,p551466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,1.0,,[],,582,68,582,68,582,68,582,68,0.0,0.0,0.0,0.0,0.0,0.0,104,26,529,57,582,68,136,19,0.0,0.0,0.0,Fulham,Gonzalo García,25-26
284,True,True,,,571779,0,0,0,0,0,0,3,2.0,,0,César,0.0,570,False,,,55,571779.jpg,0.0,False,Palacios,0.1,False,,a,10,54,0,0,0,0,0,0.0,0.0,Palacios,,200.0,2026-08-03,2004-11-11,False,p571779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,577,252,577,252,576,252,577,252,0.0,0.0,0.0,0.0,0.0,0.0,212,134,470,185,577,252,400,153,0.0,0.0,0.0,Fulham,César Palacios,25-26
285,True,True,,,463210,0,0,0,0,0,0,3,1.5,,0,Shea,0.0,580,False,,,50,463210.jpg,0.0,False,Charles,0.1,False,,a,10,54,0,0,0,0,0,0.0,0.0,Charles,,242.0,2026-08-11,2003-11-05,False,p463210,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,527,218,525,218,522,217,527,218,0.0,0.0,0.0,0.0,0.0,0.0,312,184,289,72,527,218,469,192,0.0,0.0,0.0,Fulham,Shea Charles,25-26
286,True,True,,,167825,0,0,0,0,0,0,1,1.0,,0,Dillon,0.0,273,False,,,40,167825.jpg,0.0,False,Phillips,1.9,False,,a,11,88,0,0,0,0,0,0.0,0.0,Phillips,,241.0,2025-07-01,1995-06-11,False,p167825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,405,38,390,22,371,13,407,38,0.0,0.0,0.0,0.0,0.0,0.0,537,55,16,9,411,38,134,21,0.0,0.0,0.0,Hull City,Dillon Phillips,25-26
287,True,True,0.0,,105666,0,0,0,0,0,0,1,0.0,,0,Jack,0.0,274,False,Arm injury - Unknown return date,2026-08-08T19:00:05.601633Z,45,105666.jpg,0.0,False,Butland,0.4,False,,i,11,88,0,0,0,0,0,0.0,0.0,Butland,,241.0,2026-07-02,1993-03-10,False,p105666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,454,51,443,38,426,29,456,51,0.0,0.0,0.0,0.0,0.0,0.0,401,25,79,25,459,51,291,38,0.0,0.0,0.0,Hull City,Jack Butland,25-26
288,True,False,0.0,,494950,0,0,0,0,0,0,1,0.0,,0,Harvey,0.0,275,False,Has joined Grimsby Town on loan for the rest of the season,2026-07-29T13:00:27.959925Z,40,494950.jpg,0.0,False,Cartwright,0.0,False,,u,11,88,0,0,0,0,0,0.0,0.0,Cartwright,,241.0,2020-07-01,2002-05-09,False,p494950,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,435,47,420,31,401,22,437,47,0.0,0.0,0.0,0.0,0.0,0.0,568,64,47,18,441,47,517,62,0.0,0.0,0.0,Hull City,Harvey Cartwright,25-26
289,True,False,0.0,,444307,0,0,0,0,0,0,1,0.0,,0,Thimothée,0.0,276,False,Has joined Colchester United on loan for the rest of the season,2026-08-17T13:50:27.125537Z,40,444307.jpg,0.0,False,Lo-Tutala,0.2,False,,u,11,88,0,0,0,0,0,0.0,0.0,Lo-Tutala,,73.0,2023-07-01,2003-02-13,False,p444307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,424,44,409,28,390,19,426,44,0.0,0.0,0.0,0.0,0.0,0.0,557,61,36,15,430,44,383,42,0.0,0.0,0.0,Hull City,Thimothée Lo-Tutala,25-26
290,True,True,,,108416,0,0,0,0,0,0,2,1.0,,0,John,0.0,277,False,,,40,108416.jpg,0.0,False,Egan,1.9,False,,a,11,88,0,0,0,0,0,0.0,0.0,Egan,,104.0,2025-02-03,1992-10-20,False,p108416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,401,135,385,134,366,130,403,135,0.0,0.0,0.0,0.0,0.0,0.0,530,148,9,3,407,136,132,54,0.0,0.0,0.0,Hull City,John Egan,25-26
291,True,True,0.0,,501902,0,0,0,0,0,0,2,0.0,,0,Charlie,0.0,278,False,Groin injury - Unknown return date,2026-08-02T09:00:11.030017Z,40,501902.jpg,0.0,False,Hughes,0.4,False,,i,11,88,0,0,0,0,0,0.0,0.0,Hughes,,241.0,2024-08-16,2003-10-16,False,p501902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,438,161,423,160,404,156,440,161,0.0,0.0,0.0,0.0,0.0,0.0,571,177,50,32,443,161,286,108,0.0,0.0,0.0,Hull City,Charlie Hughes,25-26
292,True,True,,,146426,0,0,0,0,0,0,2,1.0,,0,Semi,0.0,279,False,,,40,146426.jpg,0.0,False,Ajayi,0.9,False,,a,11,88,0,0,0,0,0,0.0,0.0,Ajayi,,157.0,2025-07-01,1993-11-09,False,p146426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,403,136,387,135,368,131,405,136,0.0,0.0,0.0,0.0,0.0,0.0,533,150,12,5,409,137,200,72,0.0,0.0,0.0,Hull City,Semi Ajayi,25-26
293,True,True,,,193278,0,0,0,0,0,0,2,1.0,,0,Lewie,0.0,280,False,,,40,193278.jpg,0.0,False,Coyle,0.6,False,,a,11,88,0,0,0,0,0,0.0,0.0,Coyle,,241.0,2020-08-07,1995-10-15,False,p193278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,411,142,396,141,377,137,413,142,0.0,0.0,0.0,0.0,0.0,0.0,543,157,22,12,417,143,234,89,0.0,0.0,0.0,Hull City,Lewie Coyle,25-26
294,True,True,0.0,,433590,0,0,0,0,0,0,2,0.0,,0,Cody,0.0,281,False,Hamstring injury - Expected back 29 Aug,2026-08-08T19:00:05.613036Z,40,433590.jpg,0.0,False,Drameh,0.0,False,,i,11,88,0,0,0,0,0,0.0,0.0,Drameh,,241.0,2024-07-23,2001-12-08,False,p433590,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,421,149,406,148,387,144,423,149,0.0,0.0,0.0,0.0,0.0,0.0,554,165,33,20,427,150,530,180,0.0,0.0,0.0,Hull City,Cody Drameh,25-26
295,True,True,,,232351,0,0,0,0,0,0,2,1.0,,0,Ryan,0.0,282,False,,,40,232351.jpg,0.0,False,Giles,0.8,False,,a,11,88,0,0,0,0,0,0.0,0.0,Giles,,241.0,2024-06-27,2000-01-26,False,p232351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.0,,1.0,,,,[],,418,148,403,147,384,143,420,148,0.0,0.0,0.0,0.0,0.0,0.0,551,164,30,19,424,149,214,80,0.0,0.0,0.0,Hull City,Ryan Giles,25-26
296,True,True,75.0,,449428,0,0,0,0,0,0,2,0.8,,0,Matty,0.0,283,False,Hip injury - 75% chance of playing,2026-08-02T09:00:11.038361Z,40,449428.jpg,0.0,False,Jacob,0.0,False,,d,11,88,0,0,0,0,0,0.0,0.0,Jacob,,241.0,2019-07-01,2001-06-03,False,p449428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,425,151,410,150,391,146,427,151,0.0,0.0,0.0,0.0,0.0,0.0,558,167,37,22,431,152,536,183,0.0,0.0,0.0,Hull City,Matty Jacob,25-26
297,True,True,,,661800,0,0,0,0,0,0,2,1.0,,0,Cathal,0.0,284,False,,,40,661800.jpg,0.0,False,McCarthy,0.1,False,,a,11,88,0,0,0,0,0,0.0,0.0,McCarthy,,,,,False,p661800,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,450,171,436,171,419,169,452,171,0.0,0.0,0.0,0.0,0.0,0.0,590,194,69,49,455,171,437,149,0.0,0.0,0.0,Hull City,Cathal McCarthy,25-26
298,True,True,,,160817,0,0,0,0,0,0,2,1.0,,0,Paddy,0.0,285,False,,,40,160817.jpg,0.0,False,McNair,0.1,False,,a,11,88,0,0,0,0,0,0.0,0.0,McNair,,242.0,2026-01-28,1995-04-27,False,p160817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,404,137,389,136,370,132,406,137,0.0,0.0,0.0,0.0,0.0,0.0,535,151,14,6,410,138,424,147,0.0,0.0,0.0,Hull City,Paddy McNair,25-26
299,True,True,,,540324,0,0,0,0,0,0,3,1.5,,0,Mohamed,0.0,286,False,,,50,540324.jpg,0.0,False,Belloumi,0.5,False,,a,11,88,0,0,0,0,0,0.0,0.0,Belloumi,,3.0,2024-08-30,2002-06-01,False,p540324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.0,,2.0,,,,[],,545,230,545,230,542,229,545,230,0.0,0.0,0.0,0.0,0.0,0.0,362,214,339,102,545,230,264,85,0.0,0.0,0.0,Hull City,Mohamed Belloumi,25-26
300,True,True,,,232905,0,0,0,0,0,0,3,1.5,,0,Liam,0.0,287,False,,,50,232905.jpg,0.0,False,Millar,0.1,False,,a,11,88,0,0,0,0,0,0.0,0.0,Millar,,39.0,2024-08-09,1999-09-27,False,p232905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,517,211,513,211,510,210,517,211,0.0,0.0,0.0,0.0,0.0,0.0,286,171,263,59,517,211,457,186,0.0,0.0,0.0,Hull City,Liam Millar,25-26
301,True,True,,,171270,0,0,0,0,0,0,3,1.0,,0,Kieran,0.0,288,False,,,45,171270.jpg,0.0,False,Dowell,0.4,False,,a,11,88,0,0,0,0,0,0.0,0.0,Dowell,,241.0,2026-01-23,1997-10-10,False,p171270,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,459,187,449,189,432,183,461,188,0.0,0.0,0.0,0.0,0.0,0.0,417,239,95,4,464,190,277,89,0.0,0.0,0.0,Hull City,Kieran Dowell,25-26
302,True,True,,,101282,0,0,0,0,0,0,3,1.0,,0,Matt,0.0,289,False,,,45,101282.jpg,0.0,False,Crooks,0.6,False,,a,11,88,0,0,0,0,0,0.0,0.0,Crooks,,241.0,2025-01-10,1994-01-20,False,p101282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,453,186,442,188,425,182,455,187,0.0,0.0,0.0,0.0,0.0,0.0,400,236,78,1,458,189,236,77,0.0,0.0,0.0,Hull City,Matt Crooks,25-26
303,True,True,,,243413,0,0,0,0,0,0,3,1.0,,0,Regan,0.0,290,False,,,45,243413.jpg,0.0,False,Slater,2.4,False,,a,11,88,0,0,0,0,0,0.0,0.0,Slater,,241.0,2022-01-27,1999-09-11,False,p243413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,2.0,,,,,,[],,465,189,457,191,442,185,467,190,0.0,0.0,0.0,0.0,0.0,0.0,446,242,124,7,470,192,117,38,0.0,0.0,0.0,Hull City,Regan Slater,25-26
304,True,True,0.0,,465525,0,0,0,0,0,0,3,0.0,,0,Eliot,0.0,291,False,Knee injury - Unknown return date,2026-07-23T12:01:23.532635Z,45,465525.jpg,0.0,False,Matazo,0.0,False,,i,11,88,0,0,0,0,0,0.0,0.0,Matazo,,21.0,2025-01-23,2002-02-15,False,p465525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,470,191,463,193,449,187,472,192,0.0,0.0,0.0,0.0,0.0,0.0,461,244,139,9,475,194,580,255,0.0,0.0,0.0,Hull City,Eliot Matazo,25-26
305,True,True,,,208481,0,0,0,0,0,0,3,1.5,,0,Abdülkadir,0.0,292,False,,,50,208481.jpg,0.0,False,Ömür,0.0,False,,a,11,88,0,0,0,0,0,0.0,0.0,Ömür,,219.0,2024-02-01,1999-06-25,False,p208481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,507,206,503,206,499,205,507,206,0.0,0.0,0.0,0.0,0.0,0.0,260,159,237,47,507,206,543,225,0.0,0.0,0.0,Hull City,Abdülkadir Ömür,25-26
306,True,False,0.0,,490161,0,0,0,0,0,0,3,0.0,,0,Abu,0.0,293,False,Has joined Portsmouth permanently,2026-08-12T14:08:23.542043Z,50,490161.jpg,0.0,False,Kamara,0.0,False,,u,11,88,0,0,0,0,0,0.0,0.0,Kamara,,241.0,2024-08-30,2003-07-21,False,p490161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,534,222,533,222,529,221,534,222,0.0,0.0,0.0,0.0,0.0,0.0,331,193,308,81,534,222,547,229,0.0,0.0,0.0,Hull City,Abu Kamara,25-26
307,True,True,0.0,,553783,0,0,0,0,0,0,3,0.0,,0,Óscar,0.0,294,False,Thigh injury - Unknown return date,2026-08-04T18:30:11.016909Z,45,553783.jpg,0.0,False,Zambrano,0.2,False,,i,11,88,0,0,0,0,0,0.0,0.0,Zambrano,,62.0,2026-07-21,2004-04-20,False,p553783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,485,195,481,197,471,193,487,196,0.0,0.0,0.0,0.0,0.0,0.0,495,251,173,16,490,198,332,115,0.0,0.0,0.0,Hull City,Óscar Zambrano,25-26
308,True,True,,,169432,0,0,0,0,0,0,4,1.8,,0,Oli,0.0,295,False,,,55,169432.jpg,0.0,False,McBurnie,1.4,False,,a,11,88,0,0,0,0,0,0.0,0.0,McBurnie,,243.0,2025-08-06,1996-06-04,False,p169432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,1.0,,[],,559,64,559,64,558,64,559,64,0.0,0.0,0.0,0.0,0.0,0.0,120,30,378,26,559,64,164,26,0.0,0.0,0.0,Hull City,Oli McBurnie,25-26
309,True,True,,,213292,0,0,0,0,0,0,3,1.5,,0,David,0.0,296,False,,,50,213292.jpg,0.0,False,Akintola,0.0,False,,a,11,88,0,0,0,0,0,0.0,0.0,Akintola,,157.0,2025-08-15,1996-01-13,False,p213292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,508,207,504,207,500,206,508,207,0.0,0.0,0.0,0.0,0.0,0.0,265,163,242,51,508,207,519,217,0.0,0.0,0.0,Hull City,David Akintola,25-26
310,True,True,0.0,,470294,0,0,0,0,0,0,3,0.0,,0,Darko,0.0,297,False,Thigh injury - Unknown return date,2026-08-04T18:30:11.027155Z,45,470294.jpg,0.0,False,Gyabi,0.1,False,,i,11,88,0,0,0,0,0,0.0,0.0,Gyabi,,241.0,2025-09-01,2004-02-18,False,p470294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,471,192,464,194,450,188,473,193,0.0,0.0,0.0,0.0,0.0,0.0,463,245,141,10,476,195,466,189,0.0,0.0,0.0,Hull City,Darko Gyabi,25-26
311,True,False,0.0,,500957,0,0,0,0,0,0,4,0.0,,0,Enis,0.0,298,False,Has joined Konyaspor permanently,2026-08-17T13:50:27.145733Z,45,500957.jpg,0.0,False,Destan,2.1,False,,u,11,88,0,0,0,0,0,0.0,0.0,Destan,,219.0,2025-08-01,2002-06-15,False,p500957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,478,47,472,47,460,47,480,48,0.0,0.0,0.0,0.0,0.0,0.0,481,61,159,3,483,49,125,16,0.0,0.0,0.0,Hull City,Enis Destan,25-26
312,True,False,0.0,,534392,0,0,0,0,0,0,4,0.0,,0,Mason,0.0,299,False,Has joined Sheffield Wednesday on loan for the rest of the season,2026-08-03T14:05:20.234842Z,45,534392.jpg,0.0,False,Burstow,0.2,False,,u,11,88,0,0,0,0,0,0.0,0.0,Burstow,,241.0,2024-08-16,2003-08-04,False,p534392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,480,48,476,48,466,48,482,49,0.0,0.0,0.0,0.0,0.0,0.0,488,62,166,4,485,50,334,57,0.0,0.0,0.0,Hull City,Mason Burstow,25-26
313,True,True,,,462635,0,0,0,0,0,0,3,1.5,,0,Joe,0.0,340,False,,,50,462635.jpg,0.0,False,Gelhardt,0.0,False,,a,11,88,0,0,0,0,0,0.0,0.0,Gelhardt,,241.0,2026-08-15,2002-05-04,False,p462635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,526,217,524,217,521,216,526,217,0.0,0.0,0.0,0.0,0.0,0.0,311,183,288,71,526,217,512,215,0.0,0.0,0.0,Hull City,Joe Gelhardt,25-26
314,True,True,,,169359,0,0,0,0,0,0,2,1.0,,0,Matt,0.0,556,False,,,40,169359.jpg,0.0,False,Targett,2.9,False,,a,11,88,0,0,0,0,0,0.0,0.0,Targett,,241.0,2026-07-23,1995-09-18,False,p169359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,406,138,391,137,372,133,408,138,0.0,0.0,0.0,0.0,0.0,0.0,538,153,17,8,412,139,106,42,0.0,0.0,0.0,Hull City,Matt Targett,25-26
315,True,True,50.0,,445028,0,0,0,0,0,0,3,0.7,,0,Hidemasa,0.0,563,False,Calf injury - 50% chance of playing,2026-08-15T16:00:07.961518Z,50,445028.jpg,0.0,False,Morita,0.1,False,,d,11,88,0,0,0,0,0,0.0,0.0,Morita,,108.0,2026-07-24,1995-05-10,False,p445028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,522,215,519,215,516,214,522,215,0.0,0.0,0.0,0.0,0.0,0.0,303,179,280,67,522,215,490,203,0.0,0.0,0.0,Hull City,Hidemasa Morita,25-26
316,True,True,,,473284,0,0,0,0,0,0,1,1.9,,0,Konstantinos,0.0,572,False,,,45,473284.jpg,0.0,False,Tzolakis,0.4,False,,a,11,88,0,0,0,0,0,0.0,0.0,Tzolakis,,83.0,2026-08-05,2002-11-08,False,p473284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,473,59,466,50,452,43,475,59,0.0,0.0,0.0,0.0,0.0,0.0,467,39,145,39,478,59,283,37,0.0,0.0,0.0,Hull City,Konstantinos Tzolakis,25-26
317,True,True,,,552946,0,0,0,0,0,0,3,1.5,,0,Jens,0.0,574,False,,,50,552946.jpg,0.0,False,Hjertø-Dahl,0.1,False,,a,11,88,0,0,0,0,0,0.0,0.0,Hjertø-Dahl,,161.0,2026-08-07,2005-10-31,False,p552946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,547,231,547,231,545,231,547,231,0.0,0.0,0.0,0.0,0.0,0.0,369,219,346,107,547,231,481,199,0.0,0.0,0.0,Hull City,Jens Hjertø-Dahl,25-26
318,True,True,,,608227,0,0,0,0,0,0,3,1.5,,0,Elliot,0.0,576,False,,,50,608227.jpg,0.0,False,Stroud,0.1,False,,a,11,88,0,0,0,0,0,0.0,0.0,Stroud,,206.0,2026-08-09,2002-06-22,False,p608227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,551,233,551,233,549,233,551,233,0.0,0.0,0.0,0.0,0.0,0.0,378,226,355,114,551,233,489,202,0.0,0.0,0.0,Hull City,Elliot Stroud,25-26
319,True,True,,,597462,0,0,0,0,0,0,2,1.0,,0,Lucas,0.0,585,False,,,40,597462.jpg,0.0,False,Herrington,0.3,False,,a,11,88,0,0,0,0,0,0.0,0.0,Herrington,,13.0,2026-08-12,2007-09-05,False,p597462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,447,168,433,168,415,165,449,168,0.0,0.0,0.0,0.0,0.0,0.0,584,188,63,43,452,168,312,117,0.0,0.0,0.0,Hull City,Lucas Herrington,25-26
320,True,True,,,606930,0,0,0,0,0,0,2,1.0,,0,Nobel,0.0,586,False,,,40,606930.jpg,0.0,False,Mendy,0.4,False,,a,11,88,0,0,0,0,0,0.0,0.0,Mendy,,189.0,2026-08-12,2004-09-03,False,p606930,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,448,169,434,169,416,166,450,169,0.0,0.0,0.0,0.0,0.0,0.0,586,190,65,45,453,169,272,102,0.0,0.0,0.0,Hull City,Nobel Mendy,25-26
321,True,True,,,469266,0,0,0,0,0,0,3,1.5,,0,Lucas,0.0,589,False,,,50,469266.jpg,0.0,False,Gourna-Douath,0.0,False,,a,11,88,0,0,0,0,0,0.0,0.0,Gourna-Douath,,73.0,2026-08-15,2003-08-05,False,p469266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,529,220,528,220,524,219,529,220,0.0,0.0,0.0,0.0,0.0,0.0,318,186,295,74,529,220,589,260,0.0,0.0,0.0,Hull City,Lucas Gourna-Douath,25-26
322,True,True,,,219924,0,0,0,0,0,0,2,1.0,,0,Issa,0.0,259,False,,,40,219924.jpg,2.4,False,Diop,18.1,False,,a,12,40,31,0,0,0,0,0.0,7.8,Diop,,145.0,2026-07-22,1997-01-09,False,p219924,812,1,0,1,13,0,0,0,2,0,0,3,103,190.8,8.0,31.0,23.0,55,19,6,61,8,0.80,0.05,0.85,12.42,,,,,,,[],,255,96,345,119,297,100,306,105,0.09,0.0,0.01,0.1,1.38,1.44,548,161,27,16,242,98,21,7,0.89,0.11,6.76,Ipswich Town,Issa Diop,25-26
323,True,True,,,212314,0,0,0,0,0,0,3,1.5,,0,Saša,0.0,267,False,,,50,212314.jpg,2.6,False,Lukić,0.1,False,,a,12,40,67,0,0,0,0,0.0,13.4,Lukić,,190.0,2026-08-08,1996-08-13,False,p212314,1730,1,4,6,22,0,0,0,9,0,0,4,314,317.6,441.6,176.0,93.4,63,71,49,183,20,2.23,1.91,4.14,27.64,4.0,,,,,,[],,194,83,63,49,176,95,144,76,0.12,0.0,0.1,0.22,1.44,1.14,264,162,241,50,223,86,427,170,1.04,0.31,9.52,Ipswich Town,Saša Lukić,25-26
